,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,closed,smoothing_end_date,version,shared
103,2110,177,980824324,IS0014648M,177A-915LR,KD,1,11/10/2022,12/10/2022,X,19/10/2022,15.0,None,A117702036,,123.493315543289,18.0,prod,0.0,3,2022-10-19,,,False,2022-12-06 15:00:00,2,True
104,2110,177,980824323,IS0014648M,177A-915LR,KD,1,20/10/2022,21/10/2022,X,20/10/2022,10.0,None,A117702035,,123.493315543289,18.0,prod,0.0,3,2022-10-20,,,False,2022-12-15 18:12:00,2,True
105,2110,107,981235808,IS0015730M,107B-DE-820-40,KD,1,03/10/2022,19/10/2022,X,25/10/2022,15.0,None,A210702039,,765.12,22.0,prod,0.0,1,2022-10-25,,,False,1900-01-01 06:00:00,2,True
106,2110,107,981235921,IS0028165M,107B-800VU-COA-40,KD,1,12/10/2022,19/10/2022,X,25/10/2022,15.0,None,A210702039,,20.71,4.0,prod,0.0,2,2022-10-25,,,False,1900-01-01 06:00:00,2,True
107,2110,107,981235922,IS0028165M,107B-800VU-COA-40,KD,1,24/10/2022,31/10/2022,X,07/11/2022,15.0,None,A210702040,,20.71,4.0,prod,0.0,2,2022-11-07,,,False,1900-01-01 06:00:00,2,True
108,2110,107,981235809,IS0015730M,107B-DE-820-40,KD,1,13/10/2022,31/10/2022,X,07/11/2022,15.0,None,A210702040,,765.12,22.0,prod,0.0,1,2022-11-07,,,False,1900-01-01 06:00:00,2,True
109,2110,177,980824325,IS0014648M,177A-915LR,KD,1,31/10/2022,01/11/2022,X,10/11/2022,15.0,None,A117702037,,123.493315543289,18.0,prod,0.0,3,2022-11-10,,,False,1900-01-01 06:00:00,2,True
110,2110,107,981235810,IS0015730M,107B-DE-820-40,KD,1,25/10/2022,10/11/2022,X,17/11/2022,15.0,None,A210702042,,765.12,22.0,prod,0.0,1,2022-11-17,,,False,1900-01-01 06:00:00,2,True
111,2110,107,981235923,IS0028165M,107B-800VU-COA-40,KD,1,03/11/2022,10/11/2022,X,17/11/2022,15.0,None,A210702042,,20.71,4.0,prod,0.0,2,2022-11-17,,,False,1900-01-01 06:00:00,2,True
112,2110,177,980824326,IS0014648M,177A-915LR,KD,1,09/11/2022,10/11/2022,X,21/11/2022,15.0,None,A117702038,,123.493315543289,18.0,prod,0.0,3,2022-11-21,,,False,1900-01-01 06:00:00,2,True
113,2110,107,981235938,IS0015667M,107A-DE-820-40,KD,1,04/11/2022,22/11/2022,X,28/11/2022,15.0,None,A110702043,,765.12,22.0,prod,1.0,1,2022-11-28,,,False,1900-01-01 06:00:00,2,True
114,2110,107,981235953,IS0028108M,107A-800VU-COA-40,KD,1,15/11/2022,22/11/2022,X,28/11/2022,15.0,None,A110702043,,20.71,4.0,prod,0.0,2,2022-11-28,,,False,1900-01-01 06:00:00,2,True
115,2110,177,980824327,IS0014648M,177A-915LR,KD,1,18/11/2022,21/11/2022,X,05/12/2022,15.0,None,A117702039,,123.493315543289,18.0,prod,0.0,3,2022-12-05,,,False,1900-01-01 06:00:00,2,True
116,2110,107,980941382,IS0015730M,107B-DE-820-40,KD,1,16/11/2022,02/12/2022,X,07/12/2022,15.0,None,A210702044,,765.12,22.0,prod,0.0,1,2022-12-07,,,False,1900-01-01 06:00:00,2,True
117,2110,107,980941516,IS0028165M,107B-800VU-COA-40,KD,1,25/11/2022,02/12/2022,X,07/12/2022,15.0,None,A210702044,,20.71,4.0,prod,0.0,2,2022-12-07,,,False,1900-01-01 06:00:00,2,True
118,2110,107,981136436,IS0015730M,107B-DE-820-40,KD,1,28/11/2022,14/12/2022,X,20/12/2022,15.0,None,A210702045,,765.12,22.0,prod,0.0,1,2022-12-20,,,False,1900-01-01 06:00:00,2,True
119,2110,107,981136487,IS0028165M,107B-800VU-COA-40,KD,1,07/12/2022,14/12/2022,X,20/12/2022,15.0,None,A210702045,,20.71,4.0,prod,0.0,2,2022-12-20,,,False,1900-01-01 06:00:00,2,True
120,2110,177,980824328,IS0014648M,177A-915LR,KD,1,30/11/2022,01/12/2022,X,21/12/2022,15.0,None,A117702040,,123.493315543289,18.0,prod,0.0,3,2022-12-21,,,False,1900-01-01 06:00:00,2,True
121,2110,177,980824329,IS0014648M,177A-915LR,KD,1,09/12/2022,12/12/2022,X,30/12/2022,15.0,None,A117702042,,123.493315543289,18.0,prod,0.0,3,2022-12-30,,,False,1900-01-01 06:00:00,2,True
122,2110,107,980941383,IS0015730M,107B-DE-820-40,KD,1,08/12/2022,02/01/2023,X,05/01/2023,15.0,None,A210702046,,765.12,22.0,prod,0.0,1,2023-01-05,,,False,1900-01-01 06:00:00,2,True
123,2110,107,980941517,IS0028165M,107B-800VU-COA-40,KD,1,19/12/2022,02/01/2023,X,05/01/2023,15.0,None,A210702046,,20.71,4.0,prod,0.0,2,2023-01-05,,,False,1900-01-01 06:00:00,2,True
124,2110,177,980824330,IS0014648M,177A-915LR,KD,1,20/12/2022,21/12/2022,X,10/01/2023,15.0,None,A117702043,,123.493315543289,18.0,prod,0.0,3,2023-01-10,,,False,1900-01-01 06:00:00,2,True
125,2110,107,980839367,IS0015730M,107B-DE-820-40,KD,1,20/12/2022,12/01/2023,X,18/01/2023,15.0,None,A210702047,,765.12,22.0,prod,0.0,1,2023-01-18,,,False,1900-01-01 06:00:00,2,True
126,2110,107,980842110,IS0028165M,107B-800VU-COA-40,KD,1,05/01/2023,12/01/2023,X,18/01/2023,15.0,None,A210702047,,20.71,4.0,prod,0.0,2,2023-01-18,,,False,1900-01-01 06:00:00,2,True
127,2110,177,980824331,IS0014648M,177A-915LR,KD,1,05/01/2023,06/01/2023,X,19/01/2023,15.0,None,A117702044,,123.493315543289,18.0,prod,0.0,3,2023-01-19,,,False,1900-01-01 06:00:00,2,True
128,2110,107,980842111,IS0028165M,107B-800VU-COA-40,KD,1,17/01/2023,24/01/2023,X,27/01/2023,15.0,None,A210702048,,20.71,4.0,prod,0.0,2,2023-01-27,,,False,1900-01-01 06:00:00,2,True
129,2110,107,980839368,IS0015730M,107B-DE-820-40,KD,1,06/01/2023,24/01/2023,X,27/01/2023,15.0,None,A210702048,,765.12,22.0,prod,0.0,1,2023-01-27,,,False,1900-01-01 06:00:00,2,True
130,2110,177,980824332,IS0014648M,177A-915LR,KD,1,16/01/2023,17/01/2023,X,31/01/2023,15.0,None,A117702045,,123.493315543289,18.0,prod,0.0,3,2023-01-31,,,False,1900-01-01 06:00:00,2,True
131,2110,107,980839369,IS0015730M,107B-DE-820-40,KD,1,18/01/2023,03/02/2023,X,07/02/2023,15.0,None,A210702049,,765.12,22.0,prod,0.0,1,2023-02-07,,,False,1900-01-01 06:00:00,2,True
132,2110,107,980842112,IS0028165M,107B-800VU-COA-40,KD,1,27/01/2023,03/02/2023,X,07/02/2023,15.0,None,A210702049,,20.71,4.0,prod,0.0,2,2023-02-07,,,False,1900-01-01 06:00:00,2,True
133,2110,177,980824333,IS0014648M,177A-915LR,KD,1,26/01/2023,27/01/2023,X,09/02/2023,15.0,None,A117702046,,123.493315543289,18.0,prod,0.0,3,2023-02-09,,,False,1900-01-01 06:00:00,2,True
134,2110,107,980839370,IS0015730M,107B-DE-820-40,KD,1,30/01/2023,15/02/2023,X,16/02/2023,15.0,None,A210702050,,765.12,22.0,prod,0.0,1,2023-02-16,,,False,1900-01-01 06:00:00,2,True
135,2110,107,980842113,IS0028165M,107B-800VU-COA-40,KD,1,08/02/2023,15/02/2023,X,16/02/2023,15.0,None,A210702050,,20.71,4.0,prod,0.0,2,2023-02-16,,,False,1900-01-01 06:00:00,2,True
136,2110,177,980824334,IS0014648M,177A-915LR,KD,1,17/02/2023,20/02/2023,None,,nan,None,A117702047,,123.493315543289,18.0,prod,0.0,3,2023-02-20,,,False,1900-01-01 06:00:00,2,True
137,2110,107,980842114,IS0028165M,107B-800VU-COA-40,KD,1,20/02/2023,27/02/2023,X,28/02/2023,15.0,None,A210702051,,20.71,4.0,prod,0.0,2,2023-02-28,,,False,1900-01-01 06:00:00,2,True
138,2110,107,980839371,IS0015730M,107B-DE-820-40,KD,1,09/02/2023,27/02/2023,X,28/02/2023,15.0,None,A210702051,,765.12,22.0,prod,0.0,1,2023-02-28,,,False,1900-01-01 06:00:00,2,True
139,2110,177,980824335,IS0014648M,177A-915LR,KD,1,28/02/2023,01/03/2023,None,,nan,None,A117702048,,123.493315543289,18.0,prod,0.0,3,2023-03-01,,,False,1900-01-01 06:00:00,2,True
140,2110,177,980824336,IS0014648M,177A-915LR,KD,1,08/03/2023,09/03/2023,None,,nan,None,A117702049,,123.493315543289,18.0,prod,0.0,3,2023-03-09,,,False,1900-01-01 06:00:00,2,True
141,2110,107,980842115,IS0028165M,107B-800VU-COA-40,KD,1,02/03/2023,09/03/2023,X,13/03/2023,15.0,None,A210702052,,20.71,4.0,prod,0.0,2,2023-03-13,,,False,1900-01-01 06:00:00,2,True
142,2110,107,980839372,IS0015730M,107B-DE-820-40,KD,1,21/02/2023,09/03/2023,X,13/03/2023,15.0,None,A210702052,,765.12,22.0,prod,0.0,1,2023-03-13,,,False,1900-01-01 06:00:00,2,True
143,2110,177,980824337,IS0014648M,177A-915LR,KD,1,17/03/2023,21/03/2023,None,,nan,None,A117702050,,123.493315543289,18.0,prod,0.0,3,2023-03-21,,,False,1900-01-01 06:00:00,2,True
144,2110,107,980839373,IS0015730M,107B-DE-820-40,KD,1,03/03/2023,22/03/2023,X,24/03/2023,15.0,None,A210702053,,765.12,22.0,prod,0.0,1,2023-03-24,,,False,1900-01-01 06:00:00,2,True
145,2110,107,980842116,IS0028165M,107B-800VU-COA-40,KD,1,14/03/2023,22/03/2023,X,24/03/2023,15.0,None,A210702053,,20.71,4.0,prod,0.0,2,2023-03-24,,,False,1900-01-01 06:00:00,2,True
146,2110,107,980839374,IS0015730M,107B-DE-820-40,KD,1,15/03/2023,03/04/2023,X,,nan,None,A210702054,,765.12,22.0,prod,0.0,1,2023-04-03,,,False,1900-01-01 06:00:00,2,True
147,2110,177,980824338,IS0014648M,177A-915LR,KD,1,31/03/2023,03/04/2023,None,,nan,None,A117702051,,123.493315543289,18.0,prod,0.0,3,2023-04-03,,,False,1900-01-01 06:00:00,2,True
148,2110,107,980842117,IS0028165M,107B-800VU-COA-40,KD,1,27/03/2023,03/04/2023,X,,nan,None,A210702054,,20.71,4.0,prod,0.0,2,2023-04-03,,,False,1900-01-01 06:00:00,2,True
149,2110,177,980824339,IS0014648M,177A-915LR,KD,1,11/04/2023,12/04/2023,None,,nan,None,A117702052,,123.493315543289,18.0,prod,0.0,3,2023-04-12,,,False,1900-01-01 06:00:00,2,True
150,2110,107,980839375,IS0015730M,107B-DE-820-40,KD,1,28/03/2023,13/04/2023,X,14/04/2023,15.0,None,A210702055,,765.12,22.0,prod,0.0,1,2023-04-14,,,False,1900-01-01 06:00:00,2,True
151,2110,107,980842118,IS0028165M,107B-800VU-COA-40,KD,1,06/04/2023,13/04/2023,X,14/04/2023,15.0,None,A210702055,,20.71,4.0,prod,0.0,2,2023-04-14,,,False,1900-01-01 06:00:00,2,True
152,2110,107,980941384,IS0015730M,107B-DE-820-40,KD,1,04/04/2023,24/04/2023,None,,nan,None,A210702056,,765.12,22.0,prod,0.0,1,2023-04-24,,,False,1900-01-01 06:00:00,2,True
153,2110,107,980941518,IS0028165M,107B-800VU-COA-40,KD,1,13/04/2023,24/04/2023,None,,nan,None,A210702056,,20.71,4.0,prod,0.0,2,2023-04-24,,,False,1900-01-01 06:00:00,2,True
154,2110,177,980824340,IS0014648M,177A-915LR,KD,1,28/04/2023,02/05/2023,None,,nan,None,A117702053,,123.493315543289,18.0,prod,0.0,3,2023-05-02,,,False,1900-01-01 06:00:00,2,True
155,2110,107,980941385,IS0015730M,107B-DE-820-40,KD,1,13/04/2023,04/05/2023,None,,nan,None,A210702057,,765.12,22.0,prod,0.0,1,2023-05-04,,,False,1900-01-01 06:00:00,2,True
156,2110,107,980941519,IS0028165M,107B-800VU-COA-40,KD,1,26/04/2023,04/05/2023,None,,nan,None,A210702057,,20.71,4.0,prod,0.0,2,2023-05-04,,,False,1900-01-01 06:00:00,2,True
157,2110,177,980824341,IS0014648M,177A-915LR,KD,1,09/05/2023,10/05/2023,None,,nan,None,A117702054,,123.493315543289,18.0,prod,0.0,3,2023-05-10,,,False,1900-01-01 06:00:00,2,True
158,2110,177,980824342,IS0014648M,177A-915LR,KD,1,22/05/2023,23/05/2023,None,,nan,None,A117702055,,123.493315543289,18.0,prod,0.0,3,2023-05-23,,,False,1900-01-01 06:00:00,2,True
159,2110,177,980824343,IS0014648M,177A-915LR,KD,1,30/05/2023,31/05/2023,None,,nan,None,A117702056,,123.493315543289,18.0,prod,0.0,3,2023-05-31,,,False,1900-01-01 06:00:00,2,True
160,2110,107,980839378,IS0015730M,107B-DE-820-40,KD,1,19/05/2023,06/06/2023,None,,nan,None,A210702058,,765.12,22.0,prod,0.0,1,2023-06-06,,,False,1900-01-01 06:00:00,2,True
161,2110,107,980842121,IS0028165M,107B-800VU-COA-40,KD,1,30/05/2023,06/06/2023,None,,nan,None,A210702058,,20.71,4.0,prod,0.0,2,2023-06-06,,,False,1900-01-01 06:00:00,2,True
162,2110,107,982024907,IS0015730M,107B-DE-820-40,KD,1,24/05/2023,09/06/2023,None,,nan,None,A210702059,,765.12,22.0,prod,0.0,1,2023-06-09,,,False,1900-01-01 06:00:00,2,True
163,2110,177,980824344,IS0014648M,177A-915LR,KD,1,08/06/2023,09/06/2023,None,,nan,None,A117702057,,123.493315543289,18.0,prod,0.0,3,2023-06-09,,,False,1900-01-01 06:00:00,2,True
164,2110,107,982025058,IS0028165M,107B-800VU-COA-40,KD,1,02/06/2023,09/06/2023,None,,nan,None,A210702059,,20.71,4.0,prod,0.0,2,2023-06-09,,,False,1900-01-01 06:00:00,2,True
165,2110,107,981575174,IS0015667M,107A-DE-820-40,KD,1,01/06/2023,19/06/2023,None,,nan,None,A110702060,,765.12,22.0,prod,1.0,1,2023-06-19,,,False,1900-01-01 06:00:00,2,True
166,2110,107,981575280,IS0028108M,107A-800VU-COA-40,KD,1,12/06/2023,19/06/2023,None,,nan,None,A110702060,,20.71,4.0,prod,0.0,2,2023-06-19,,,False,1900-01-01 06:00:00,2,True
167,2110,177,980824345,IS0014648M,177A-915LR,KD,1,21/06/2023,22/06/2023,None,,nan,None,A117702058,,123.493315543289,18.0,prod,0.0,3,2023-06-22,,,False,1900-01-01 06:00:00,2,True
168,2110,107,981136488,IS0028165M,107B-800VU-COA-40,KD,1,20/06/2023,27/06/2023,None,,nan,None,A210702061,,20.71,4.0,prod,0.0,2,2023-06-27,,,False,1900-01-01 06:00:00,2,True
169,2110,107,981136437,IS0015730M,107B-DE-820-40,KD,1,09/06/2023,27/06/2023,None,,nan,None,A210702061,,765.12,22.0,prod,0.0,1,2023-06-27,,,False,1900-01-01 06:00:00,2,True
170,2110,107,981265155,IS0028165M,107B-800VU-COA-40,KD,1,03/07/2023,10/07/2023,None,,nan,None,A210702062,,20.71,4.0,prod,0.0,2,2023-07-10,,,False,1900-01-01 06:00:00,2,True
171,2110,107,981265080,IS0015730M,107B-DE-820-40,KD,1,19/06/2023,10/07/2023,None,,nan,None,A210702062,,765.12,22.0,prod,0.0,1,2023-07-10,,,False,1900-01-01 06:00:00,2,True
172,2110,177,980824346,IS0014648M,177A-915LR,KD,1,11/07/2023,12/07/2023,None,,nan,None,A117702059,,123.493315543289,18.0,prod,0.0,3,2023-07-12,,,False,1900-01-01 06:00:00,2,True
173,2110,107,981298383,IS0028165M,107B-800VU-COA-40,KD,1,12/07/2023,20/07/2023,None,,nan,None,A210702063,,20.71,4.0,prod,0.0,2,2023-07-20,,,False,1900-01-01 06:00:00,2,True
174,2110,107,981298339,IS0015730M,107B-DE-820-40,KD,1,03/07/2023,20/07/2023,None,,nan,None,A210702063,,765.12,22.0,prod,0.0,1,2023-07-20,,,False,1900-01-01 06:00:00,2,True
175,2110,177,981573626,IS0014648M,177A-915LR,KD,1,21/07/2023,14/08/2023,None,,nan,None,A117702060,,123.493315543289,18.0,prod,0.0,3,2023-08-14,,,False,1900-01-01 06:00:00,2,True
176,2110,107,981498470,IS0028165M,107B-800VU-COA-40,KD,1,14/08/2023,21/08/2023,None,,nan,None,A210702064,,20.71,4.0,prod,0.0,2,2023-08-21,,,False,1900-01-01 06:00:00,2,True
177,2110,107,981498429,IS0015730M,107B-DE-820-40,KD,1,12/07/2023,21/08/2023,None,,nan,None,A210702064,,765.12,22.0,prod,0.0,1,2023-08-21,,,False,1900-01-01 06:00:00,2,True
178,2110,177,980987853,IS0014648M,177A-915LR,KD,1,22/08/2023,23/08/2023,None,,nan,None,A117702061,,123.493315543289,18.0,prod,0.0,3,2023-08-23,,,False,1900-01-01 06:00:00,2,True
179,2110,107,981664638,IS0015730M,107B-DE-820-40,KD,1,15/08/2023,31/08/2023,None,,nan,None,A210702065,,765.12,22.0,prod,0.0,1,2023-08-31,,,False,1900-01-01 06:00:00,2,True
180,2110,107,981664824,IS0028165M,107B-800VU-COA-40,KD,1,24/08/2023,31/08/2023,None,,nan,None,A210702065,,20.71,4.0,prod,0.0,2,2023-08-31,,,False,1900-01-01 06:00:00,2,True
181,2110,177,981130985,IS0014648M,177A-915LR,KD,1,31/08/2023,01/09/2023,None,,nan,None,A117702062,,123.493315543289,18.0,prod,0.0,3,2023-09-01,,,False,1900-01-01 06:00:00,2,True
182,2110,177,981204959,IS0014648M,177A-915LR,KD,1,08/09/2023,11/09/2023,None,,nan,None,A117702063,,123.493315543289,18.0,prod,0.0,3,2023-09-11,,,False,1900-01-01 06:00:00,2,True
183,2110,107,981880020,IS0028165M,107B-800VU-COA-40,KD,1,05/09/2023,12/09/2023,None,,nan,None,A210702066,,20.71,4.0,prod,0.0,2,2023-09-12,,,False,1900-01-01 06:00:00,2,True
184,2110,107,981879895,IS0015730M,107B-DE-820-40,KD,1,25/08/2023,12/09/2023,None,,nan,None,A210702066,,765.12,22.0,prod,0.0,1,2023-09-12,,,False,1900-01-01 06:00:00,2,True
185,2110,177,981298062,IS0014648M,177A-915LR,KD,1,19/09/2023,20/09/2023,None,,nan,None,A117702064,,123.493315543289,18.0,prod,0.0,3,2023-09-20,,,False,1900-01-01 06:00:00,2,True
186,2110,107,982025059,IS0028165M,107B-800VU-COA-40,KD,1,14/09/2023,21/09/2023,None,,nan,None,A210702067,,20.71,4.0,prod,0.0,2,2023-09-21,,,False,1900-01-01 06:00:00,2,True
187,2110,107,982024908,IS0015730M,107B-DE-820-40,KD,1,05/09/2023,21/09/2023,None,,nan,None,A210702067,,765.12,22.0,prod,0.0,1,2023-09-21,,,False,1900-01-01 06:00:00,2,True
188,2110,107,982115293,IS0028108M,107A-800VU-COA-40,KD,1,19/09/2023,26/09/2023,None,,nan,None,A110702068,,20.71,4.0,prod,0.0,2,2023-09-26,,,False,1900-01-01 06:00:00,2,True
189,2110,107,982115213,IS0015667M,107A-DE-820-40,KD,1,08/09/2023,26/09/2023,None,,nan,None,A110702068,,765.12,22.0,prod,1.0,1,2023-09-26,,,False,1900-01-01 06:00:00,2,True
190,2110,107,982358127,IS0015730M,107B-DE-820-40,KD,1,11/09/2023,28/09/2023,None,,nan,None,A210702068,,765.12,22.0,prod,0.0,1,2023-09-28,,,False,1900-01-01 06:00:00,2,True
191,2110,107,982358336,IS0028165M,107B-800VU-COA-40,KD,1,20/09/2023,28/09/2023,None,,nan,None,A210702068,,20.71,4.0,prod,0.0,2,2023-09-28,,,False,1900-01-01 06:00:00,2,True
192,2110,177,981573627,IS0014648M,177A-915LR,KD,1,02/10/2023,03/10/2023,None,,nan,None,A117702065,,123.493315543289,18.0,prod,0.0,3,2023-10-03,,,False,1900-01-01 06:00:00,2,True
193,2110,107,982152119,IS0015730M,107B-DE-820-40,KD,1,19/09/2023,06/10/2023,None,,nan,None,A210702069,,765.12,22.0,prod,0.0,1,2023-10-06,,,False,1900-01-01 06:00:00,2,True
194,2110,107,982152234,IS0028165M,107B-800VU-COA-40,KD,1,29/09/2023,06/10/2023,None,,nan,None,A210702069,,20.71,4.0,prod,0.0,2,2023-10-06,,,False,1900-01-01 06:00:00,2,True
195,2110,177,981661921,IS0014648M,177A-915LR,KD,1,12/10/2023,13/10/2023,None,,nan,None,A117702066,,123.493315543289,18.0,prod,0.0,3,2023-10-13,,,False,1900-01-01 06:00:00,2,True
196,2110,107,982170617,IS0028165M,107B-800VU-COA-40,KD,1,09/10/2023,16/10/2023,None,,nan,None,A210702070,,20.71,4.0,prod,0.0,2,2023-10-16,,,False,1900-01-01 06:00:00,2,True
197,2110,107,982170597,IS0015730M,107B-DE-820-40,KD,1,28/09/2023,16/10/2023,None,,nan,None,A210702070,,765.12,22.0,prod,0.0,1,2023-10-16,,,False,1900-01-01 06:00:00,2,True
198,2110,177,981702434,IS0014648M,177A-915LR,KD,1,24/10/2023,25/10/2023,None,,nan,None,A117702067,,123.493315543289,18.0,prod,0.0,3,2023-10-25,,,False,1900-01-01 06:00:00,2,True
199,2110,107,982358337,IS0028165M,107B-800VU-COA-40,KD,1,20/10/2023,27/10/2023,None,,nan,None,A210702071,,20.71,4.0,prod,0.0,2,2023-10-27,,,False,1900-01-01 06:00:00,2,True
200,2110,107,982358128,IS0015730M,107B-DE-820-40,KD,1,11/10/2023,27/10/2023,None,,nan,None,A210702071,,765.12,22.0,prod,0.0,1,2023-10-27,,,False,1900-01-01 06:00:00,2,True
201,2110,177,982024679,IS0014648M,177A-915LR,KD,1,02/11/2023,03/11/2023,None,,nan,None,A117702068,,123.493315543289,18.0,prod,0.0,3,2023-11-03,,,False,1900-01-01 06:00:00,2,True
202,2110,107,982402564,IS0015667M,107A-DE-820-40,KD,1,19/10/2023,06/11/2023,None,,nan,None,A110702072,,765.12,22.0,prod,1.0,1,2023-11-06,,,False,1900-01-01 06:00:00,2,True
203,2110,107,982402700,IS0028108M,107A-800VU-COA-40,KD,1,30/10/2023,06/11/2023,None,,nan,None,A110702072,,20.71,4.0,prod,0.0,2,2023-11-06,,,False,1900-01-01 06:00:00,2,True
204,2110,177,982045488,IS0014648M,177A-915LR,KD,1,10/11/2023,13/11/2023,None,,nan,None,A117702069,,123.493315543289,18.0,prod,0.0,3,2023-11-13,,,False,1900-01-01 06:00:00,2,True
205,2110,107,982407369,IS0028165M,107B-800VU-COA-40,KD,1,08/11/2023,15/11/2023,None,,nan,None,A210702073,,20.71,4.0,prod,0.0,2,2023-11-15,,,False,1900-01-01 06:00:00,2,True
206,2110,107,982407318,IS0015730M,107B-DE-820-40,KD,1,30/10/2023,15/11/2023,None,,nan,None,A210702073,,765.12,22.0,prod,0.0,1,2023-11-15,,,False,1900-01-01 06:00:00,2,True
207,2110,177,982111961,IS0014648M,177A-915LR,KD,1,20/11/2023,21/11/2023,None,,nan,None,A117702070,,123.493315543289,18.0,prod,0.0,3,2023-11-21,,,False,1900-01-01 06:00:00,2,True
208,2110,107,982420403,IS0015730M,107B-DE-820-40,KD,1,07/11/2023,23/11/2023,None,,nan,None,A210702074,,765.12,22.0,prod,0.0,1,2023-11-23,,,False,1900-01-01 06:00:00,2,True
209,2110,107,982420459,IS0028165M,107B-800VU-COA-40,KD,1,16/11/2023,23/11/2023,None,,nan,None,A210702074,,20.71,4.0,prod,0.0,2,2023-11-23,,,False,1900-01-01 06:00:00,2,True
210,2110,107,982471534,IS0015730M,107B-DE-820-40,KD,1,15/11/2023,01/12/2023,None,,nan,None,A210702075,,765.12,22.0,prod,0.0,1,2023-12-01,,,False,1900-01-01 06:00:00,2,True
211,2110,107,982471562,IS0028165M,107B-800VU-COA-40,KD,1,24/11/2023,01/12/2023,None,,nan,None,A210702075,,20.71,4.0,prod,0.0,2,2023-12-01,,,False,1900-01-01 06:00:00,2,True
212,2110,177,982351953,IS0014648M,177A-915LR,KD,1,08/12/2023,11/12/2023,None,,nan,None,A117702071,,123.493315543289,18.0,prod,0.0,3,2023-12-11,,,False,1900-01-01 06:00:00,2,True
213,2110,177,982351954,IS0014648M,177A-915LR,KD,1,18/12/2023,19/12/2023,None,,nan,None,A117702072,,123.493315543289,18.0,prod,0.0,3,2023-12-19,,,False,1900-01-01 06:00:00,2,True
214,2110,177,982391054,IS0014648M,177A-915LR,KD,1,26/12/2023,27/12/2023,None,,nan,None,A117702073,,123.493315543289,18.0,prod,0.0,3,2023-12-27,,,False,1900-01-01 06:00:00,2,True
215,2110,177,982406563,IS0014648M,177A-915LR,KD,1,04/01/2024,05/01/2024,None,,nan,None,A117702074,,123.493315543289,18.0,prod,0.0,3,2024-01-05,,,False,1900-01-01 06:00:00,2,True
216,2110,177,982417926,IS0014648M,177A-915LR,KD,1,12/01/2024,15/01/2024,None,,nan,None,A117702075,,123.493315543289,18.0,prod,0.0,3,2024-01-15,,,False,1900-01-01 06:00:00,2,True
217,2110,177,982471524,IS0014648M,177A-915LR,KD,1,23/01/2024,24/01/2024,None,,nan,None,A117702076,,123.493315543289,18.0,prod,0.0,3,2024-01-24,,,False,1900-01-01 06:00:00,2,True
218,2110,177,982524741,IS0014648M,177A-915LR,KD,1,31/01/2024,01/02/2024,None,,nan,None,A117702077,,123.493315543289,18.0,prod,0.0,3,2024-02-01,,,False,1900-01-01 06:00:00,2,True
