,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,smoothing_end_date,closed,week_programm_demand,year_programm_demand,year_week_programm_demand,year_week_end_date
58,56374,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6008370,IS0014648M,177A-915LR,YP04,1,2022-03-07,2022-03-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702019,2022-03-09,123.493315543289,18.0,prod,0.0,3,2022-03-10,,,,True,10,2022,2022-W10,2022-W10
59,56375,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6016024,IS0014648M,177A-915LR,YP04,1,2022-03-21,2022-03-24,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702020,2022-03-28,123.493315543289,18.0,prod,0.0,3,2022-03-24,,,,True,12,2022,2022-W12,2022-W12
60,56376,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6008342,IS0015667M,107A-DE-820-40,YP04,1,2022-03-07,2022-03-28,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702023,2022-03-22,765.12,22.0,prod,1.0,1,2022-03-28,,,,True,13,2022,2022-W13,2022-W13
61,56377,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6013025,IS0028108M,107A-800VU-COA-40,YP04,1,2022-03-11,2022-03-28,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702023,2022-03-22,20.71,4.0,prod,0.0,2,2022-03-28,,,,True,13,2022,2022-W13,2022-W13
62,56378,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6023522,IS0014648M,177A-915LR,YP04,1,2022-04-01,2022-04-05,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702021,2022-04-04,123.493315543289,18.0,prod,0.0,3,2022-04-05,,,,True,14,2022,2022-W14,2022-W14
63,56379,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6033309,IS0014648M,177A-915LR,YP04,1,2022-04-12,2022-04-13,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702022,2022-04-14,123.493315543289,18.0,prod,0.0,3,2022-04-13,,,,True,15,2022,2022-W15,2022-W15
64,56380,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6023495,IS0028165M,107B-800VU-COA-40,YP04,1,2022-04-12,2022-04-19,None,,,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702024,2022-04-14,20.71,4.0,prod,0.0,2,2022-04-19,,,,True,16,2022,2022-W16,2022-W16
65,56381,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6012939,IS0015730M,107B-DE-820-40,YP04,1,2022-03-29,2022-04-19,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702024,2022-04-14,765.12,22.0,prod,0.0,1,2022-04-19,,,,True,16,2022,2022-W16,2022-W16
66,56382,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6037974,IS0014648M,177A-915LR,YP04,1,2022-05-02,2022-05-02,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702023,2022-04-28,123.493315543289,18.0,prod,0.0,3,2022-05-02,,,,True,18,2022,2022-W18,2022-W18
67,56383,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6023493,IS0015730M,107B-DE-820-40,YP04,1,2022-04-25,2022-05-06,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702025,2022-04-28,765.12,22.0,prod,0.0,1,2022-05-06,,,,True,18,2022,2022-W18,2022-W18
68,56384,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6024172,IS0028165M,107B-800VU-COA-40,YP04,1,2022-05-06,2022-05-06,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702025,2022-04-28,20.71,4.0,prod,0.0,2,2022-05-06,,,,True,18,2022,2022-W18,2022-W18
69,56385,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6029658,IS0028165M,107B-800VU-COA-40,YP04,1,2022-05-16,2022-05-17,None,,,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702026,2022-05-17,20.71,4.0,prod,0.0,2,2022-05-17,,,,True,20,2022,2022-W20,2022-W20
70,56386,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6037975,IS0014648M,177A-915LR,YP04,1,2022-05-23,2022-05-23,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702024,2022-05-23,123.493315543289,18.0,prod,0.0,3,2022-05-23,,,,True,21,2022,2022-W21,2022-W21
71,56387,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6024117,IS0015730M,107B-DE-820-40,YP04,1,2022-05-09,2022-05-27,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702026,2022-05-17,765.12,22.0,prod,0.0,1,2022-05-27,,,,True,21,2022,2022-W21,2022-W21
72,56388,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6051612,IS0014648M,177A-915LR,YP04,1,2022-05-30,2022-05-30,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702025,2022-05-26,123.493315543289,18.0,prod,0.0,3,2022-05-30,,,,True,22,2022,2022-W22,2022-W22
73,56389,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6051626,IS0028165M,107B-800VU-COA-40,YP04,1,2022-05-23,2022-05-30,None,,,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702028,2022-05-31,20.71,4.0,prod,0.0,2,2022-05-30,,,,True,22,2022,2022-W22,2022-W22
74,56390,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6051617,IS0015730M,107B-DE-820-40,YP04,1,2022-05-20,2022-05-30,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702028,2022-05-31,765.12,22.0,prod,0.0,1,2022-05-30,,,,True,22,2022,2022-W22,2022-W22
75,56391,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6065467,IS0014648M,177A-915LR,YP04,1,2022-06-03,2022-06-07,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702026,2022-06-07,123.493315543289,18.0,prod,0.0,3,2022-06-07,,,,True,23,2022,2022-W23,2022-W23
76,56392,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6058306,IS0015667M,107A-DE-820-40,YP04,1,2022-05-30,2022-06-13,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702030,2022-06-10,765.12,22.0,prod,1.0,1,2022-06-13,,,,True,24,2022,2022-W24,2022-W24
77,56393,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6065478,IS0028108M,107A-800VU-COA-40,YP04,1,2022-06-02,2022-06-13,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702030,2022-06-10,20.71,4.0,prod,0.0,2,2022-06-13,,,,True,24,2022,2022-W24,2022-W24
78,56394,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6077092,IS0014648M,177A-915LR,YP04,1,2022-06-20,2022-06-21,None,,,TCLO ARTM IMPR CONF LIVR CCRP MMEf RIMP,A117702028,2022-06-21,123.493315543289,18.0,prod,0.0,3,2022-06-21,,,,True,25,2022,2022-W25,2022-W25
79,56395,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6071708,IS0028165M,107B-800VU-COA-40,YP04,1,2022-06-14,2022-06-22,None,,,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702029,2022-06-23,20.71,4.0,prod,0.0,2,2022-06-22,,,,True,25,2022,2022-W25,2022-W25
80,56396,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6065469,IS0015730M,107B-DE-820-40,YP04,1,2022-06-13,2022-06-27,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702029,2022-06-23,765.12,22.0,prod,0.0,1,2022-06-27,,,,True,26,2022,2022-W26,2022-W26
81,56397,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6080753,IS0028165M,107B-800VU-COA-40,YP04,1,2022-06-24,2022-07-06,None,,,TCLO ARTM IPRP CONF LIVR CCRP ERCT MMEf*,A210702031,2022-07-01,20.71,4.0,prod,0.0,2,2022-07-06,,,,True,27,2022,2022-W27,2022-W27
82,56398,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6071694,IS0015730M,107B-DE-820-40,YP04,1,2022-06-27,2022-07-06,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702031,2022-07-01,765.12,22.0,prod,0.0,1,2022-07-06,,,,True,27,2022,2022-W27,2022-W27
83,56399,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6084054,IS0028165M,107B-800VU-COA-40,YP04,1,2022-07-06,2022-07-18,None,,,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A210702032,2022-07-14,20.71,4.0,prod,0.0,2,2022-07-18,,,,True,29,2022,2022-W29,2022-W29
84,56400,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6084046,IS0015730M,107B-DE-820-40,YP04,1,2022-07-04,2022-07-18,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702032,2022-07-14,765.12,22.0,prod,0.0,1,2022-07-18,,,,True,29,2022,2022-W29,2022-W29
85,56401,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6084041,IS0014648M,177A-915LR,YP04,1,2022-08-08,2022-08-10,None,,,TCLO ARTM IMPR CONF LIVR CCRP MMEf RIMP,A117702030,2022-08-09,123.493315543289,18.0,prod,0.0,3,2022-08-10,,,,True,32,2022,2022-W32,2022-W32
86,56402,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6098323,IS0028165M,107B-800VU-COA-40,YP04,1,2022-08-09,2022-08-10,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702033,2022-08-09,20.71,4.0,prod,0.0,2,2022-08-10,,,,True,32,2022,2022-W32,2022-W32
87,56403,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6085608,IS0015730M,107B-DE-820-40,YP04,1,2022-07-15,2022-08-10,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702033,2022-08-09,765.12,22.0,prod,0.0,1,2022-08-10,,,,True,32,2022,2022-W32,2022-W32
88,56404,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,177,6087845,IS0014648M,177A-915LR,YP04,1,2022-08-22,2022-08-24,None,,,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702029,2022-08-24,123.493315543289,18.0,prod,0.0,3,2022-08-24,,,,True,34,2022,2022-W34,2022-W34
89,56405,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6098324,IS0028165M,107B-800VU-COA-40,YP04,1,2022-08-15,2022-08-30,None,,,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A210702034,2022-08-22,20.71,4.0,prod,0.0,2,2022-08-30,,,,True,35,2022,2022-W35,2022-W35
90,56406,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6098313,IS0015730M,107B-DE-820-40,YP04,1,2022-08-08,2022-08-30,None,,,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702034,2022-08-22,765.12,22.0,prod,0.0,1,2022-08-30,,,,True,35,2022,2022-W35,2022-W35
92,56408,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6103120,IS0028165M,107B-800VU-COA-40,YP04,1,2022-08-09,2022-09-05,None,,,LANC IMPR CNFP LIVR CCRP ERCT ARCO MMEf*,A210702035,2022-09-02,20.71,4.0,prod,0.0,2,2022-09-05,,,,True,36,2022,2022-W36,2022-W36
93,56409,2022-09-21 07:52:52.406696,2022-09-21 07:52:52.414702,Marwa,Marwa,False,,2022-09-21 07:52:52.414702,2022-09-21 07:52:52.414702,,2110,107,6102704,IS0015730M,107B-DE-820-40,YP04,1,2022-08-23,2022-09-05,None,,,LANC ARTM IMPR CNFP LIVR CCRP ERCT MMEf*,A210702035,2022-09-02,765.12,22.0,prod,0.0,1,2022-09-05,,,,True,36,2022,2022-W36,2022-W36
