,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_center,work_day,smooth_family,cycle_time,workdata_id,owner,product_id,version,planning_approval_id
103,1048246,2023-01-11 10:38:01.060940,2023-01-11 10:38:01.060940,Marwa,Marwa,False,,2023-01-11 10:38:01.060940,2023-01-11 10:38:01.060940,Marwa,15,105,2023-05-31,1,10.72,4544,officiel,25,4,143
104,1048247,2023-01-11 10:38:01.070815,2023-01-11 10:38:01.070815,Marwa,Marwa,False,,2023-01-11 10:38:01.070815,2023-01-11 10:38:01.070815,Marwa,15,105,2023-06-01,1,10.72,4545,officiel,25,4,143
105,1048248,2023-01-11 10:38:01.080519,2023-01-11 10:38:01.080519,Marwa,Marwa,False,,2023-01-11 10:38:01.080519,2023-01-11 10:38:01.080519,Marwa,15,105,2023-06-02,1,10.72,4546,officiel,25,4,143
106,1048249,2023-01-11 10:38:01.090649,2023-01-11 10:38:01.090649,Marwa,Marwa,False,,2023-01-11 10:38:01.090649,2023-01-11 10:38:01.090649,Marwa,15,105,2023-06-05,1,10.72,4547,officiel,25,4,143
107,1048250,2023-01-11 10:38:01.100576,2023-01-11 10:38:01.100576,Marwa,Marwa,False,,2023-01-11 10:38:01.100576,2023-01-11 10:38:01.100576,Marwa,15,105,2023-06-06,1,10.72,4548,officiel,25,4,143
108,1048251,2023-01-11 10:38:01.110657,2023-01-11 10:38:01.110657,Marwa,Marwa,False,,2023-01-11 10:38:01.110657,2023-01-11 10:38:01.110657,Marwa,15,105,2023-06-07,1,10.72,4549,officiel,25,4,143
109,1048252,2023-01-11 10:38:01.120739,2023-01-11 10:38:01.120739,Marwa,Marwa,False,,2023-01-11 10:38:01.120739,2023-01-11 10:38:01.120739,Marwa,15,105,2023-06-08,1,10.72,4550,officiel,25,4,143
110,1048253,2023-01-11 10:38:01.120739,2023-01-11 10:38:01.120739,Marwa,Marwa,False,,2023-01-11 10:38:01.120739,2023-01-11 10:38:01.120739,Marwa,15,105,2023-06-09,1,10.72,4551,officiel,25,4,143
111,1048254,2023-01-11 10:38:01.130761,2023-01-11 10:38:01.130761,Marwa,Marwa,False,,2023-01-11 10:38:01.130761,2023-01-11 10:38:01.130761,Marwa,15,105,2023-06-12,1,10.72,4552,officiel,25,4,143
112,1048255,2023-01-11 10:38:01.140378,2023-01-11 10:38:01.140378,Marwa,Marwa,False,,2023-01-11 10:38:01.140378,2023-01-11 10:38:01.140378,Marwa,15,105,2023-06-13,1,10.72,4553,officiel,25,4,143
