,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,material,plan_date,element,data_element_planif,message,needs,qte_available,date_reordo,supplier,customer,week_production_plan,week_programm_demand,week_logistic_stock 
0,6909,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,Stock,,,0.0,0.0,,,,-2147483648.0,6.0,-357913941.3333333
1,6910,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,STKMAG,2101 Mag. non planif,,0.0,0.0,,,,-2147483648.0,7.0,-306783378.28571427
2,6911,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,STKMAG,2700 Mag. non planif,,0.0,0.0,,,,-2147483648.0,7.0,-306783378.28571427
3,6912,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210701995,26.0,1.0,1.0,,,C57600,-2147483648.0,10.0,-214748364.7
4,6913,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702037,,0.0,0.0,,,C57600,-2147483648.0,11.0,-195225786.1818182
5,6914,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-20,App.cd,4501220552,,-1.0,-1.0,,,C57600,-2147483648.0,12.0,-178956970.75
6,6915,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-27,ORDPLA,981235919,10.0,1.0,0.0,2022-09-20,,C57600,-2147483648.0,12.0,-178956970.66666666
7,6916,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702038,,0.0,0.0,,,C57600,-2147483648.0,13.0,-165191049.84615386
8,6917,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-10-07,ORDPLA,981235920,15.0,1.0,1.0,2022-10-13,,C57600,-2147483648.0,15.0,-143165576.46666667
9,6918,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-10-13,APP.DA,120700947,,-1.0,0.0,,,C57600,-2147483648.0,15.0,-143165576.53333333
10,6919,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702039,,0.0,0.0,,,C57600,-2147483648.0,16.0,-134217728.0
11,6920,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-10-19,ORDPLA,981235921,15.0,1.0,1.0,2022-10-25,,C57600,-2147483648.0,17.0,-126322567.47058824
12,6921,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-10-25,APP.DA,120695392,,-1.0,0.0,,,C57600,-2147483648.0,20.0,-107374182.4
13,6922,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702040,,0.0,0.0,,,C57600,-2147483648.0,20.0,-107374182.4
14,6923,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-10-31,ORDPLA,981235922,15.0,1.0,1.0,2022-11-07,,C57600,-2147483648.0,21.0,-102261126.04761904
15,6924,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-11-07,APP.DA,120700948,,-1.0,0.0,,,C57600,-2147483648.0,21.0,-102261126.09523809
16,6925,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702042,,0.0,0.0,,,C57600,-2147483648.0,23.0,-93368854.26086956
17,6926,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-11-10,ORDPLA,981235923,15.0,1.0,1.0,2022-11-17,,C57600,-2147483648.0,23.0,-93368854.2173913
18,6927,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-11-17,APP.DA,120695394,,-1.0,0.0,,,C57600,-2147483648.0,24.0,-89478485.33333333
19,6928,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702044,,0.0,0.0,,,C57600,-2147483648.0,25.0,-85899345.92
20,6929,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-12-02,ORDPLA,980941516,15.0,1.0,1.0,2022-12-07,,C57600,-2147483648.0,25.0,-85899345.88
21,6930,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-12-07,APP.DA,120700949,,-1.0,0.0,,,C57600,-2147483648.0,27.0,-79536431.4074074
22,6931,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702045,,0.0,0.0,,,C57600,-2147483648.0,27.0,-79536431.4074074
23,6932,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-12-14,ORDPLA,981136487,15.0,1.0,1.0,2022-12-20,,C57600,-2147483648.0,28.0,-76695844.53571428
24,6933,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-12-20,APP.DA,120700950,,-1.0,0.0,,,C57600,-2147483648.0,33.0,-65075262.06060606
25,6934,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702046,,0.0,0.0,,,C57600,-2147483648.0,33.0,-65075262.06060606
26,6935,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-01-02,ORDPLA,980941517,15.0,1.0,1.0,2023-01-05,,C57600,-2147483648.0,37.0,-58040098.567567565
27,6936,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-01-05,APP.DA,121179504,,-1.0,0.0,,,C57600,-2147483648.0,37.0,-58040098.5945946
28,6937,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702047,,0.0,0.0,,,C57600,-2147483648.0,37.0,-58040098.5945946
29,6938,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-01-12,ORDPLA,980842110,15.0,1.0,1.0,2023-01-18,,C57600,-2147483648.0,38.0,-56512727.55263158
30,6939,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-01-18,APP.DA,117079255,,-1.0,0.0,,,C57600,-2147483648.0,41.0,-52377649.951219514
31,6940,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702048,,0.0,0.0,,,C57600,-2147483648.0,41.0,-52377649.951219514
32,6941,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-01-24,ORDPLA,980842111,15.0,1.0,1.0,2023-01-27,,C57600,-2147483648.0,41.0,-52377649.92682927
33,6942,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-01-27,APP.DA,117079256,,-1.0,0.0,,,C57600,-2147483648.0,41.0,-52377649.951219514
34,6943,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702049,,0.0,0.0,,,C57600,-2147483648.0,45.0,-47721858.844444446
35,6944,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-02-03,ORDPLA,980842112,15.0,1.0,1.0,2023-02-07,,C57600,-2147483648.0,45.0,-47721858.822222225
36,6945,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-02-07,APP.DA,117079257,,-1.0,0.0,,,C57600,-2147483648.0,46.0,-46684427.13043478
37,6946,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702050,,0.0,0.0,,,C57600,-2147483648.0,47.0,-45691141.44680851
38,6947,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-02-15,ORDPLA,980842113,15.0,1.0,1.0,2023-02-16,,C57600,-2147483648.0,48.0,-44739242.645833336
39,6948,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-02-16,APP.DA,117079258,,-1.0,0.0,,,C57600,-2147483648.0,48.0,-44739242.666666664
40,6949,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702051,,0.0,0.0,,,C57600,-2147483648.0,48.0,-44739242.666666664
41,6950,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-02-27,ORDPLA,980842114,15.0,1.0,1.0,2023-02-28,,C57600,-2147483648.0,52.0,-41297762.442307696
42,6951,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-02-28,APP.DA,117079259,,-1.0,0.0,,,C57600,-2147483648.0,52.0,-41297762.461538464
43,6952,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702052,,0.0,0.0,,,C57600,-2147483648.0,1.0,-2147483648.0
44,6953,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-03-09,ORDPLA,980842115,15.0,1.0,1.0,2023-03-13,,C57600,-2147483648.0,1.0,-2147483647.0
45,6954,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-03-13,APP.DA,117079260,,-1.0,0.0,,,C57600,-2147483648.0,1.0,-2147483648.0
46,6955,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702053,,0.0,0.0,,,C57600,-2147483648.0,1.0,-2147483648.0
47,6956,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-03-22,ORDPLA,980842116,15.0,1.0,1.0,2023-03-24,,C57600,-2147483648.0,3.0,-715827882.3333334
48,6957,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-03-24,APP.DA,117079261,,-1.0,0.0,,,C57600,-2147483648.0,4.0,-536870912.0
49,6958,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702054,,0.0,0.0,,,C57600,-2147483648.0,4.0,-536870912.0
50,6959,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-04-03,ORDPLA,980842117,,1.0,1.0,,,C57600,-2147483648.0,6.0,-357913941.1666667
51,6960,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-04-03,APP.DA,117079262,,-1.0,0.0,,,C57600,-2147483648.0,6.0,-357913941.3333333
52,6961,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702055,,0.0,0.0,,,C57600,-2147483648.0,6.0,-357913941.3333333
53,6962,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-04-13,ORDPLA,980842118,15.0,1.0,1.0,2023-04-14,,C57600,-2147483648.0,8.0,-268435455.875
54,6963,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-04-14,APP.DA,117079263,,-1.0,0.0,,,C57600,-2147483648.0,8.0,-268435456.0
55,6964,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702056,,0.0,0.0,,,C57600,-2147483648.0,8.0,-268435456.0
56,6965,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-04-24,ORDPLA,980941518,,1.0,1.0,,,C57600,-2147483648.0,10.0,-214748364.7
57,6966,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-04-24,APP.DA,117628226,,-1.0,0.0,,,C57600,-2147483648.0,10.0,-214748364.8
58,6967,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702057,,0.0,0.0,,,C57600,-2147483648.0,10.0,-214748364.8
59,6968,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-05-04,ORDPLA,980941519,,1.0,1.0,,,C57600,-2147483648.0,12.0,-178956970.58333334
60,6969,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-05-04,APP.DA,117628227,,-1.0,0.0,,,C57600,-2147483648.0,13.0,-165191049.84615386
61,6970,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702058,,0.0,0.0,,,C57600,-2147483648.0,13.0,-165191049.84615386
62,6971,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-06-06,ORDPLA,980842121,,1.0,1.0,,,C57600,-2147483648.0,14.0,-153391689.07142857
63,6972,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-06-06,APP.DA,117291392,,-1.0,0.0,,,C57600,-2147483648.0,15.0,-143165576.53333333
64,6973,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702059,,0.0,0.0,,,C57600,-2147483648.0,16.0,-134217728.0
65,6974,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-06-09,ORDPLA,982025058,,1.0,1.0,,,C57600,-2147483648.0,16.0,-134217727.9375
66,6975,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-06-09,APP.DA,120106122,,-1.0,0.0,,,C57600,-2147483648.0,18.0,-119304647.1111111
67,6976,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702061,,0.0,0.0,,,C57600,-2147483648.0,18.0,-119304647.1111111
68,6977,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-06-27,ORDPLA,981136488,,1.0,1.0,,,C57600,-2147483648.0,18.0,-119304647.05555555
69,6978,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-06-29,APP.DA,118187768,,-1.0,0.0,,,C57600,-2147483648.0,20.0,-107374182.4
70,6979,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702062,,0.0,0.0,,,C57600,-2147483648.0,21.0,-102261126.09523809
71,6980,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-07-10,ORDPLA,981265155,,1.0,1.0,,,C57600,-2147483648.0,21.0,-102261126.04761904
72,6981,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-07-10,APP.DA,118541017,,-1.0,0.0,,,C57600,-2147483648.0,22.0,-97612893.0909091
73,6982,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702063,,0.0,0.0,,,C57600,-2147483648.0,22.0,-97612893.0909091
74,6983,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-07-20,ORDPLA,981298383,,1.0,1.0,,,C57600,-2147483648.0,22.0,-97612893.04545455
75,6984,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-07-20,APP.DA,118620264,,-1.0,0.0,,,C57600,-2147483648.0,23.0,-93368854.26086956
76,6985,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702064,,0.0,0.0,,,C57600,-2147483648.0,24.0,-89478485.33333333
77,6986,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-08-21,ORDPLA,981498470,,1.0,1.0,,,C57600,-2147483648.0,24.0,-89478485.29166667
78,6987,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-08-21,APP.DA,119034232,,-1.0,0.0,,,C57600,-2147483648.0,25.0,-85899345.92
79,6988,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702065,,0.0,0.0,,,C57600,-2147483648.0,25.0,-85899345.92
80,6989,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-08-31,ORDPLA,981664824,,1.0,1.0,,,C57600,-2147483648.0,26.0,-82595524.88461539
81,6990,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-08-31,APP.DA,119622231,,-1.0,0.0,,,C57600,-2147483648.0,27.0,-79536431.4074074
82,6991,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702066,,0.0,0.0,,,C57600,-2147483648.0,27.0,-79536431.4074074
83,6992,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-09-12,ORDPLA,981880020,,1.0,1.0,,,C57600,-2147483648.0,29.0,-74051160.2413793
84,6993,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-09-12,APP.DA,119879575,,-1.0,0.0,,,C57600,-2147483648.0,29.0,-74051160.27586207
85,6994,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702067,,0.0,0.0,,,C57600,-2147483648.0,32.0,-67108864.0
86,6995,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-09-21,ORDPLA,982025059,,1.0,1.0,,,C57600,-2147483648.0,32.0,-67108863.96875
87,6996,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-09-21,APP.DA,120106123,,-1.0,0.0,,,C57600,-2147483648.0,32.0,-67108864.0
88,6997,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2022-09-05,StkCli,A210702068,,0.0,0.0,,,C57600,-2147483648.0,34.0,-63161283.76470588
89,6998,2022-09-12 15:52:47.174005,2022-09-12 15:52:47.174005,Marwa,Marwa,False,Marwa,2022-09-12 15:52:47.175086,2022-09-12 15:52:47.175086,Marwa,IS0028165M,2023-09-28,ORDPLA,982358336,,1.0,1.0,,,C57600,-2147483648.0,35.0,-61356675.62857143
