,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,smoothing_end_date,closed,version,shared,date,date_week,date_month,date_year,date_year_week,date_year_month,order_nature,order_nature_closed,date_production,date_production_week,date_production_month,date_production_year,date_production_year_week,date_production_year_month
0,134556,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234353,IS0023355M,105A-93VU,KD,1,2022-11-03,2022-11-04,X,2022-11-07,15.0,None,A310511453,,3.0,3.0,test,3.0,1,2022-11-07,,,2022-11-09 12:24:00,False,2,True,2022-11-07,45,11,2022,2022-W45,2022-M11,OP,OPFalse,2022-11-09 12:24:00,45,11,2022,2022-W45,2022-M11
1,134557,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234357,IS0023355M,105A-93VU,KD,1,2022-11-04,2022-11-07,X,,,None,A310511462,,3.0,3.0,test,3.0,1,2022-11-07,,,2022-11-10 07:36:00,False,2,True,2022-11-07,45,11,2022,2022-W45,2022-M11,OP,OPFalse,2022-11-10 07:36:00,45,11,2022,2022-W45,2022-M11
2,134558,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981241148,IS0023355M,105A-93VU,KD,1,2022-11-07,2022-11-08,X,,,None,A310511485,,3.0,3.0,test,3.0,1,2022-11-08,,,2022-11-10 18:48:00,False,2,True,2022-11-08,45,11,2022,2022-W45,2022-M11,OP,OPFalse,2022-11-10 18:48:00,45,11,2022,2022-W45,2022-M11
3,134559,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517261,IS0023355M,105A-93VU,KD,1,2022-11-04,2022-11-07,X,2022-11-08,15.0,None,A310511535,,3.0,3.0,test,3.0,1,2022-11-08,,,2022-11-11 14:00:00,False,2,True,2022-11-08,45,11,2022,2022-W45,2022-M11,OP,OPFalse,2022-11-11 14:00:00,45,11,2022,2022-W45,2022-M11
4,134560,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234368,IS0023355M,105A-93VU,KD,1,2022-11-08,2022-11-09,X,,,None,A310511502,,3.0,3.0,test,3.0,1,2022-11-09,,,2022-11-14 09:12:00,False,2,True,2022-11-09,45,11,2022,2022-W45,2022-M11,OP,OPFalse,2022-11-14 09:12:00,46,11,2022,2022-W46,2022-M11
5,134561,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234362,IS0023355M,105A-93VU,KD,1,2022-11-08,2022-11-09,X,2022-11-10,15.0,None,A310511480,,3.0,3.0,test,3.0,1,2022-11-10,,,2022-11-14 20:24:00,False,2,True,2022-11-10,45,11,2022,2022-W45,2022-M11,OP,OPFalse,2022-11-14 20:24:00,46,11,2022,2022-W46,2022-M11
6,134562,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234344,IS0023355M,105A-93VU,KD,1,2022-11-09,2022-11-10,X,2022-11-11,15.0,None,A310511427,,3.0,3.0,test,3.0,1,2022-11-11,,,2022-11-15 15:36:00,False,2,True,2022-11-11,45,11,2022,2022-W45,2022-M11,OP,OPFalse,2022-11-15 15:36:00,46,11,2022,2022-W46,2022-M11
7,134563,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981241151,IS0023355M,105A-93VU,KD,1,2022-11-11,2022-11-14,X,,,None,A310511498,,3.0,3.0,test,3.0,1,2022-11-14,,,2022-11-16 10:48:00,False,2,True,2022-11-14,46,11,2022,2022-W46,2022-M11,OP,OPFalse,2022-11-16 10:48:00,46,11,2022,2022-W46,2022-M11
8,134564,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517258,IS0023355M,105A-93VU,KD,1,2022-11-10,2022-11-11,X,2022-11-14,15.0,None,A310511500,,3.0,3.0,test,3.0,1,2022-11-14,,,2022-11-17 06:00:00,False,2,True,2022-11-14,46,11,2022,2022-W46,2022-M11,OP,OPFalse,2022-11-17 06:00:00,46,11,2022,2022-W46,2022-M11
9,134565,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234356,IS0023355M,105A-93VU,KD,1,2022-11-11,2022-11-14,X,2022-11-16,15.0,None,A310511460,,3.0,3.0,test,3.0,1,2022-11-16,,,2022-11-17 17:12:00,False,2,True,2022-11-16,46,11,2022,2022-W46,2022-M11,OP,OPFalse,2022-11-17 17:12:00,46,11,2022,2022-W46,2022-M11
10,134566,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234369,IS0023355M,105A-93VU,KD,1,2022-11-14,2022-11-15,X,2022-11-16,15.0,None,A310511506,,3.0,3.0,test,3.0,1,2022-11-16,,,2022-11-18 12:24:00,False,2,True,2022-11-16,46,11,2022,2022-W46,2022-M11,OP,OPFalse,2022-11-18 12:24:00,46,11,2022,2022-W46,2022-M11
11,134567,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,981234376,IS0023355M,105A-93VU,KD,1,2022-11-15,2022-11-16,X,2022-11-17,15.0,None,A310511580,,3.0,3.0,test,3.0,1,2022-11-17,,,2022-11-21 07:36:00,False,2,True,2022-11-17,46,11,2022,2022-W46,2022-M11,OP,OPFalse,2022-11-21 07:36:00,47,11,2022,2022-W47,2022-M11
12,134187,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3793431,IS0023355M,105A-93VU,YP04,1,2021-08-04,2021-08-05,None,,,TCLO ARTM CCRP CAPC RIMP,A310510752,,3.0,3.0,test,3.0,1,2021-08-05,,,,True,2,True,2021-08-05,31,8,2021,2021-W31,2021-M8,OF,OFTrue,,0,0,0,0-W0,0-M0
13,134221,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3812783,IS0023355M,105A-93VU,YP04,1,2021-09-23,2021-09-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510956,2021-09-23,3.0,3.0,test,3.0,1,2021-09-27,,,,True,2,True,2021-09-27,39,9,2021,2021-W39,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
14,134499,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,6128545,IS0023355M,105A-93VU,YP04,1,2022-09-29,2022-09-30,None,,,TCLO ARTM IMPR CCRP CAPC RIMP,A310511340,,3.0,3.0,test,3.0,1,2022-09-30,,,,True,2,True,2022-09-30,39,9,2022,2022-W39,2022-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
15,135082,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982546857,IS0023355M,105A-93VU,KD,1,2024-02-14,2024-02-15,None,,,None,A310512412,,3.0,3.0,test,3.0,1,2024-02-15,,,1900-01-01 06:00:00,False,2,True,2024-02-15,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
16,134219,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3812811,IS0023355M,105A-93VU,YP04,1,2021-09-23,2021-09-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510920,2021-09-23,3.0,3.0,test,3.0,1,2021-09-27,,,,True,2,True,2021-09-27,39,9,2021,2021-W39,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
17,134220,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3812809,IS0023355M,105A-93VU,YP04,1,2021-09-23,2021-09-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510874,2021-09-23,3.0,3.0,test,3.0,1,2021-09-27,,,,True,2,True,2021-09-27,39,9,2021,2021-W39,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
18,134203,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3801893,IS0023355M,105A-93VU,YP04,1,2021-08-19,2021-09-07,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510739,2021-08-31,3.0,3.0,test,3.0,1,2021-09-07,,,,True,2,True,2021-09-07,36,9,2021,2021-W36,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
19,134204,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3801891,IS0023355M,105A-93VU,YP04,1,2021-08-19,2021-09-07,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510703,2021-08-31,3.0,3.0,test,3.0,1,2021-09-07,,,,True,2,True,2021-09-07,36,9,2021,2021-W36,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
20,134205,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3801877,IS0023355M,105A-93VU,YP04,1,2021-08-19,2021-09-07,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510778,2021-09-03,3.0,3.0,test,3.0,1,2021-09-07,,,,True,2,True,2021-09-07,36,9,2021,2021-W36,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
21,134206,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3801895,IS0023355M,105A-93VU,YP04,1,2021-08-19,2021-09-07,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510784,2021-08-31,3.0,3.0,test,3.0,1,2021-09-07,,,,True,2,True,2021-09-07,36,9,2021,2021-W36,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
22,134207,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3789682,IS0023355M,105A-93VU,YP04,1,2021-08-19,2021-09-07,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510467,2021-09-03,3.0,3.0,test,3.0,1,2021-09-07,,,,True,2,True,2021-09-07,36,9,2021,2021-W36,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
23,135086,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517624,IS0023355M,105A-93VU,KD,1,2024-02-15,2024-02-16,None,,,None,A310512271,,3.0,3.0,test,3.0,1,2024-02-16,,,1900-01-01 06:00:00,False,2,True,2024-02-16,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
24,135087,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517570,IS0023355M,105A-93VU,KD,1,2024-02-15,2024-02-16,None,,,None,A310512201,,3.0,3.0,test,3.0,1,2024-02-16,,,1900-01-01 06:00:00,False,2,True,2024-02-16,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
25,135088,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982572236,IS0023355M,105A-93VU,KD,1,2024-02-15,2024-02-16,None,,,None,A310512350,,3.0,3.0,test,3.0,1,2024-02-16,,,1900-01-01 06:00:00,False,2,True,2024-02-16,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
26,135089,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517641,IS0023355M,105A-93VU,KD,1,2024-02-16,2024-02-19,None,,,None,A310512288,,3.0,3.0,test,3.0,1,2024-02-19,,,1900-01-01 06:00:00,False,2,True,2024-02-19,8,2,2024,2024-W8,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
27,134212,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3803344,IS0023355M,105A-93VU,YP04,1,2021-08-25,2021-09-14,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510721,2021-09-11,3.0,3.0,test,3.0,1,2021-09-14,,,,True,2,True,2021-09-14,37,9,2021,2021-W37,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
28,134213,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3803346,IS0023355M,105A-93VU,YP04,1,2021-08-25,2021-09-14,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510755,2021-09-11,3.0,3.0,test,3.0,1,2021-09-14,,,,True,2,True,2021-09-14,37,9,2021,2021-W37,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
29,134214,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3808657,IS0023355M,105A-93VU,YP04,1,2021-08-31,2021-09-16,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511012,2021-09-16,3.0,3.0,test,3.0,1,2021-09-16,,,,True,2,True,2021-09-16,37,9,2021,2021-W37,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
30,134215,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3808656,IS0023355M,105A-93VU,YP04,1,2021-09-01,2021-09-17,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510776,2021-09-16,3.0,3.0,test,3.0,1,2021-09-17,,,,True,2,True,2021-09-17,37,9,2021,2021-W37,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
31,134216,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3806323,IS0023355M,105A-93VU,YP04,1,2021-08-25,2021-09-20,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510762,2021-09-15,3.0,3.0,test,3.0,1,2021-09-20,,,,True,2,True,2021-09-20,38,9,2021,2021-W38,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
32,134217,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3808654,IS0023355M,105A-93VU,YP04,1,2021-09-01,2021-09-20,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510729,2021-09-16,3.0,3.0,test,3.0,1,2021-09-20,,,,True,2,True,2021-09-20,38,9,2021,2021-W38,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
33,134218,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3812810,IS0023355M,105A-93VU,YP04,1,2021-09-23,2021-09-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510913,2021-09-23,3.0,3.0,test,3.0,1,2021-09-27,,,,True,2,True,2021-09-27,39,9,2021,2021-W39,2021-M9,OF,OFTrue,,0,0,0,0-W0,0-M0
34,135079,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517594,IS0023355M,105A-93VU,KD,1,2024-02-13,2024-02-14,None,,,None,A310512234,,3.0,3.0,test,3.0,1,2024-02-14,,,1900-01-01 06:00:00,False,2,True,2024-02-14,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
35,135080,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517606,IS0023355M,105A-93VU,KD,1,2024-02-13,2024-02-14,None,,,None,A310512249,,3.0,3.0,test,3.0,1,2024-02-14,,,1900-01-01 06:00:00,False,2,True,2024-02-14,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
36,135081,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982546854,IS0023355M,105A-93VU,KD,1,2024-02-13,2024-02-14,None,,,None,A310512367,,3.0,3.0,test,3.0,1,2024-02-14,,,1900-01-01 06:00:00,False,2,True,2024-02-14,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
37,134186,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3793429,IS0023355M,105A-93VU,YP04,1,2021-08-03,2021-08-04,None,,,TCLO ARTM CCRP CAPC RIMP,A310510740,,3.0,3.0,test,3.0,1,2021-08-04,,,,True,2,True,2021-08-04,31,8,2021,2021-W31,2021-M8,OF,OFTrue,,0,0,0,0-W0,0-M0
38,134194,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3801894,IS0023355M,105A-93VU,YP04,1,2021-08-03,2021-08-20,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510746,2021-08-27,3.0,3.0,test,3.0,1,2021-08-20,,,,True,2,True,2021-08-20,33,8,2021,2021-W33,2021-M8,OF,OFTrue,,0,0,0,0-W0,0-M0
39,134195,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3801892,IS0023355M,105A-93VU,YP04,1,2021-08-03,2021-08-20,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510736,2021-08-27,3.0,3.0,test,3.0,1,2021-08-20,,,,True,2,True,2021-08-20,33,8,2021,2021-W33,2021-M8,OF,OFTrue,,0,0,0,0-W0,0-M0
40,134196,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3803415,IS0023355M,105A-93VU,YP04,1,2021-08-03,2021-08-20,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510733,2021-08-25,3.0,3.0,test,3.0,1,2021-08-20,,,,True,2,True,2021-08-20,33,8,2021,2021-W33,2021-M8,OF,OFTrue,,0,0,0,0-W0,0-M0
41,135085,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517564,IS0023355M,105A-93VU,KD,1,2024-02-14,2024-02-15,None,,,None,A310512193,,3.0,3.0,test,3.0,1,2024-02-15,,,1900-01-01 06:00:00,False,2,True,2024-02-15,7,2,2024,2024-W7,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
42,135093,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982517644,IS0023355M,105A-93VU,KD,1,2024-02-16,2024-02-19,None,,,None,A310512291,,3.0,3.0,test,3.0,1,2024-02-19,,,1900-01-01 06:00:00,False,2,True,2024-02-19,8,2,2024,2024-W8,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
43,135094,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982572238,IS0023355M,105A-93VU,KD,1,2024-02-19,2024-02-20,None,,,None,A310512355,,3.0,3.0,test,3.0,1,2024-02-20,,,1900-01-01 06:00:00,False,2,True,2024-02-20,8,2,2024,2024-W8,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
44,135095,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982572242,IS0023355M,105A-93VU,KD,1,2024-02-19,2024-02-20,None,,,None,A310512369,,3.0,3.0,test,3.0,1,2024-02-20,,,1900-01-01 06:00:00,False,2,True,2024-02-20,8,2,2024,2024-W8,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
45,135096,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,982572237,IS0023355M,105A-93VU,KD,1,2024-02-19,2024-02-20,None,,,None,A310512352,,3.0,3.0,test,3.0,1,2024-02-20,,,1900-01-01 06:00:00,False,2,True,2024-02-20,8,2,2024,2024-W8,2024-M2,OP,OPFalse,1900-01-01 06:00:00,1,1,1900,1900-W1,1900-M1
46,134233,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3820212,IS0023355M,105A-93VU,YP04,1,2021-09-22,2021-10-12,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510794,2021-10-09,3.0,3.0,test,3.0,1,2021-10-12,,,,True,2,True,2021-10-12,41,10,2021,2021-W41,2021-M10,OF,OFTrue,,0,0,0,0-W0,0-M0
47,134234,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3820211,IS0023355M,105A-93VU,YP04,1,2021-10-07,2021-10-12,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510777,2021-10-07,3.0,3.0,test,3.0,1,2021-10-12,,,,True,2,True,2021-10-12,41,10,2021,2021-W41,2021-M10,OF,OFTrue,,0,0,0,0-W0,0-M0
48,134235,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3820209,IS0023355M,105A-93VU,YP04,1,2021-09-17,2021-10-12,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510763,2021-10-05,3.0,3.0,test,3.0,1,2021-10-12,,,,True,2,True,2021-10-12,41,10,2021,2021-W41,2021-M10,OF,OFTrue,,0,0,0,0-W0,0-M0
49,134236,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3816072,IS0023355M,105A-93VU,YP04,1,2021-09-17,2021-10-12,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510882,2021-10-05,3.0,3.0,test,3.0,1,2021-10-12,,,,True,2,True,2021-10-12,41,10,2021,2021-W41,2021-M10,OF,OFTrue,,0,0,0,0-W0,0-M0
50,134237,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3820210,IS0023355M,105A-93VU,YP04,1,2021-10-07,2021-10-12,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510775,2021-10-07,3.0,3.0,test,3.0,1,2021-10-12,,,,True,2,True,2021-10-12,41,10,2021,2021-W41,2021-M10,OF,OFTrue,,0,0,0,0-W0,0-M0
51,134238,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3820214,IS0023355M,105A-93VU,YP04,1,2021-09-23,2021-10-19,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511011,2021-10-13,3.0,3.0,test,3.0,1,2021-10-19,,,,True,2,True,2021-10-19,42,10,2021,2021-W42,2021-M10,OF,OFTrue,,0,0,0,0-W0,0-M0
52,134239,2022-10-03 13:29:16.506500,2022-10-03 13:29:16.509500,Marwa,Marwa,False,,2022-10-03 13:29:16.510500,2022-10-03 13:29:16.510500,,2110,105,3823718,IS0023355M,105A-93VU,YP04,1,2021-10-13,2021-10-19,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510797,2021-10-14,3.0,3.0,test,3.0,1,2021-10-19,,,,True,2,True,2021-10-19,42,10,2021,2021-W42,2021-M10,OF,OFTrue,,0,0,0,0-W0,0-M0
