,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,closed
113,2110,105,3869878,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510968,2022-01-07,2.0,2.0,2,2.0,1,2022-01-03,,,True
114,2110,105,3869875,IS0023355M,105A-93VU,YP04,1,2021-12-24,2022-01-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510890,2021-12-29,2.0,2.0,2,2.0,1,2022-01-03,,,True
115,2110,105,3866532,IS0023355M,105A-93VU,YP04,1,2021-12-24,2022-01-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510952,2021-12-27,2.0,2.0,2,2.0,1,2022-01-03,,,True
116,2110,105,3866558,IS0023355M,105A-93VU,YP04,1,2021-12-24,2022-01-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510848,2021-12-27,2.0,2.0,2,2.0,1,2022-01-03,,,True
117,2110,105,3866534,IS0023355M,105A-93VU,YP04,1,2021-12-24,2022-01-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510963,2021-12-27,2.0,2.0,2,2.0,1,2022-01-03,,,True
118,2110,105,3869870,IS0023355M,105A-93VU,YP04,1,2021-12-24,2022-01-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510849,2021-12-30,2.0,2.0,2,2.0,1,2022-01-03,,,True
119,2110,105,3866531,IS0023355M,105A-93VU,YP04,1,2021-12-24,2022-01-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510841,2021-12-27,2.0,2.0,2,2.0,1,2022-01-03,,,True
120,2110,105,3869868,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-05,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510833,2022-01-07,2.0,2.0,2,2.0,1,2022-01-05,,,True
121,2110,105,3882793,IS0023355M,105A-93VU,YP04,1,2022-01-05,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510937,2022-01-13,2.0,2.0,2,2.0,1,2022-01-10,,,True
122,2110,105,3869880,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511001,2022-01-03,2.0,2.0,2,2.0,1,2022-01-10,,,True
123,2110,105,3869874,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510888,2022-01-03,2.0,2.0,2,2.0,1,2022-01-10,,,True
124,2110,105,3869873,IS0023355M,105A-93VU,YP04,1,2022-01-05,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510869,2022-01-07,2.0,2.0,2,2.0,1,2022-01-10,,,True
125,2110,105,3882792,IS0023355M,105A-93VU,YP04,1,2022-01-05,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510929,2022-01-13,2.0,2.0,2,2.0,1,2022-01-10,,,True
126,2110,105,3869871,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510851,2022-01-03,2.0,2.0,2,2.0,1,2022-01-10,,,True
127,2110,105,3869869,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510842,2022-01-05,2.0,2.0,2,2.0,1,2022-01-10,,,True
128,2110,105,3869867,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-10,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510803,2022-01-03,2.0,2.0,2,2.0,1,2022-01-10,,,True
129,2110,105,3869872,IS0023355M,105A-93VU,YP04,1,2021-12-30,2022-01-10,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510863,2022-01-03,2.0,2.0,2,2.0,1,2022-01-10,,,True
130,2110,105,3882788,IS0023355M,105A-93VU,YP04,1,2022-01-06,2022-01-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510898,2022-01-11,2.0,2.0,2,2.0,1,2022-01-11,,,True
131,2110,105,3882789,IS0023355M,105A-93VU,YP04,1,2022-01-06,2022-01-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510911,2022-01-11,2.0,2.0,2,2.0,1,2022-01-11,,,True
132,2110,105,3882794,IS0023355M,105A-93VU,YP04,1,2022-01-06,2022-01-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510972,2022-01-13,2.0,2.0,2,2.0,1,2022-01-11,,,True
133,2110,105,3882790,IS0023355M,105A-93VU,YP04,1,2022-01-07,2022-01-12,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510919,2022-01-13,2.0,2.0,2,2.0,1,2022-01-12,,,True
134,2110,105,3883810,IS0023355M,105A-93VU,YP04,1,2022-01-10,2022-01-12,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510939,2022-01-21,2.0,2.0,2,2.0,1,2022-01-12,,,True
135,2110,105,3883808,IS0023355M,105A-93VU,YP04,1,2022-01-11,2022-01-13,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510921,2022-01-21,2.0,2.0,2,2.0,1,2022-01-13,,,True
136,2110,105,981484091,IS0023355M,105A-93VU,KD,1,2022-06-29,2022-06-30,X,,,None,A310511261,,2.0,2.0,2,2.0,1,2022-06-30,,,False
137,2110,105,3882791,IS0023355M,105A-93VU,YP04,1,2022-01-11,2022-01-14,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510925,2022-01-13,2.0,2.0,2,2.0,1,2022-01-14,,,True
138,2110,105,3883811,IS0023355M,105A-93VU,YP04,1,2022-01-12,2022-01-17,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510964,2022-01-21,2.0,2.0,2,2.0,1,2022-01-17,,,True
139,2110,105,3883866,IS0023355M,105A-93VU,YP04,1,2022-01-13,2022-01-18,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510938,2022-01-21,2.0,2.0,2,2.0,1,2022-01-18,,,True
140,2110,105,3883809,IS0023355M,105A-93VU,YP04,1,2022-01-17,2022-01-19,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510927,2022-01-21,2.0,2.0,2,2.0,1,2022-01-19,,,True
141,2110,105,3883812,IS0023355M,105A-93VU,YP04,1,2022-01-21,2022-01-25,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510988,2022-01-26,2.0,2.0,2,2.0,1,2022-01-25,,,True
142,2110,105,3888585,IS0023355M,105A-93VU,YP04,1,2022-01-28,2022-02-01,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511018,2022-01-31,2.0,2.0,2,2.0,1,2022-02-01,,,True
143,2110,105,3888582,IS0023355M,105A-93VU,YP04,1,2022-01-28,2022-02-02,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510980,2022-02-01,2.0,2.0,2,2.0,1,2022-02-02,,,True
144,2110,105,3888580,IS0023355M,105A-93VU,YP04,1,2022-01-31,2022-02-04,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510966,2022-02-04,2.0,2.0,2,2.0,1,2022-02-04,,,True
145,2110,105,3888583,IS0023355M,105A-93VU,YP04,1,2022-01-31,2022-02-04,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510982,2022-02-04,2.0,2.0,2,2.0,1,2022-02-04,,,True
146,2110,105,3888584,IS0023355M,105A-93VU,YP04,1,2022-01-31,2022-02-04,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511010,2022-02-04,2.0,2.0,2,2.0,1,2022-02-04,,,True
147,2110,105,3888642,IS0023355M,105A-93VU,YP04,1,2022-01-31,2022-02-04,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511089,2022-02-04,2.0,2.0,2,2.0,1,2022-02-04,,,True
148,2110,105,3888581,IS0023355M,105A-93VU,YP04,1,2022-02-04,2022-02-07,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510970,2022-02-07,2.0,2.0,2,2.0,1,2022-02-07,,,True
149,2110,105,3891670,IS0023355M,105A-93VU,YP04,1,2022-02-04,2022-02-07,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510986,2022-02-15,2.0,2.0,2,2.0,1,2022-02-07,,,True
150,2110,105,3891671,IS0023355M,105A-93VU,YP04,1,2022-02-04,2022-02-08,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310510998,2022-02-15,2.0,2.0,2,2.0,1,2022-02-08,,,True
151,2110,105,3891673,IS0023355M,105A-93VU,YP04,1,2022-02-04,2022-02-08,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511016,2022-02-07,2.0,2.0,2,2.0,1,2022-02-08,,,True
152,2110,105,3891720,IS0023355M,105A-93VU,YP04,1,2022-02-04,2022-02-08,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510981,2022-02-07,2.0,2.0,2,2.0,1,2022-02-08,,,True
153,2110,105,3894993,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511038,2022-02-15,2.0,2.0,2,2.0,1,2022-02-11,,,True
154,2110,105,3894991,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511030,2022-02-18,2.0,2.0,2,2.0,1,2022-02-11,,,True
155,2110,105,3894989,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511020,2022-02-14,2.0,2.0,2,2.0,1,2022-02-11,,,True
156,2110,105,3894987,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510992,2022-02-15,2.0,2.0,2,2.0,1,2022-02-11,,,True
157,2110,105,3891675,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511032,2022-02-14,2.0,2.0,2,2.0,1,2022-02-11,,,True
158,2110,105,3891672,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511002,2022-02-11,2.0,2.0,2,2.0,1,2022-02-11,,,True
159,2110,105,3894988,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-11,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310510994,2022-02-18,2.0,2.0,2,2.0,1,2022-02-11,,,True
160,2110,105,3894990,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-15,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511028,2022-02-18,2.0,2.0,2,2.0,1,2022-02-15,,,True
161,2110,105,3891674,IS0023355M,105A-93VU,YP04,1,2022-02-11,2022-02-16,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511022,2022-02-11,2.0,2.0,2,2.0,1,2022-02-16,,,True
162,2110,105,3894992,IS0023355M,105A-93VU,YP04,1,2022-02-21,2022-02-22,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511036,2022-02-21,2.0,2.0,2,2.0,1,2022-02-22,,,True
163,2110,105,3902819,IS0023355M,105A-93VU,YP04,1,2022-02-18,2022-02-22,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511006,2022-02-21,2.0,2.0,2,2.0,1,2022-02-22,,,True
164,2110,105,981484096,IS0023355M,105A-93VU,KD,1,2022-07-04,2022-07-05,X,2022-07-01,10.0,None,A310511290,,2.0,2.0,2,2.0,1,2022-07-01,,,False
165,2110,105,3902821,IS0023355M,105A-93VU,YP04,1,2022-02-25,2022-02-28,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511014,2022-02-28,2.0,2.0,2,2.0,1,2022-02-28,,,True
166,2110,105,3894994,IS0023355M,105A-93VU,YP04,1,2022-02-25,2022-02-28,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511040,2022-02-28,2.0,2.0,2,2.0,1,2022-02-28,,,True
167,2110,105,3902820,IS0023355M,105A-93VU,YP04,1,2022-02-25,2022-02-28,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511008,2022-02-28,2.0,2.0,2,2.0,1,2022-02-28,,,True
168,2110,105,3902824,IS0023355M,105A-93VU,YP04,1,2022-02-25,2022-02-28,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511034,2022-02-28,2.0,2.0,2,2.0,1,2022-02-28,,,True
169,2110,105,3902823,IS0023355M,105A-93VU,YP04,1,2022-02-25,2022-03-01,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511026,2022-03-03,2.0,2.0,2,2.0,1,2022-03-01,,,True
170,2110,105,3902822,IS0023355M,105A-93VU,YP04,1,2022-02-25,2022-03-01,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511024,2022-03-03,2.0,2.0,2,2.0,1,2022-03-01,,,True
171,2110,105,3907371,IS0023355M,105A-93VU,YP04,1,2022-02-25,2022-03-02,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511046,2022-03-03,2.0,2.0,2,2.0,1,2022-03-02,,,True
172,2110,105,3902818,IS0023355M,105A-93VU,YP04,1,2022-03-04,2022-03-07,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511004,2022-03-09,2.0,2.0,2,2.0,1,2022-03-07,,,True
173,2110,105,3902825,IS0023355M,105A-93VU,YP04,1,2022-03-04,2022-03-08,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511060,2022-03-09,2.0,2.0,2,2.0,1,2022-03-08,,,True
174,2110,105,3907374,IS0023355M,105A-93VU,YP04,1,2022-03-04,2022-03-09,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511056,2022-03-10,2.0,2.0,2,2.0,1,2022-03-09,,,True
175,2110,105,3906991,IS0023355M,105A-93VU,YP04,1,2022-03-11,2022-03-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511062,2022-03-16,2.0,2.0,2,2.0,1,2022-03-11,,,True
176,2110,105,3906992,IS0023355M,105A-93VU,YP04,1,2022-03-04,2022-03-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511142,2022-03-10,2.0,2.0,2,2.0,1,2022-03-11,,,True
177,2110,105,3907372,IS0023355M,105A-93VU,YP04,1,2022-03-04,2022-03-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511048,2022-03-10,2.0,2.0,2,2.0,1,2022-03-11,,,True
178,2110,105,3907373,IS0023355M,105A-93VU,YP04,1,2022-03-04,2022-03-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511054,2022-03-10,2.0,2.0,2,2.0,1,2022-03-11,,,True
179,2110,105,3907375,IS0023355M,105A-93VU,YP04,1,2022-03-04,2022-03-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511068,2022-03-10,2.0,2.0,2,2.0,1,2022-03-11,,,True
180,2110,105,6001670,IS0023355M,105A-93VU,YP04,1,2022-03-11,2022-03-11,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511170,2022-03-14,2.0,2.0,2,2.0,1,2022-03-11,,,True
181,2110,105,6008034,IS0023355M,105A-93VU,YP04,1,2022-03-11,2022-03-14,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511098,2022-03-16,2.0,2.0,2,2.0,1,2022-03-14,,,True
182,2110,105,6001646,IS0023355M,105A-93VU,YP04,1,2022-03-08,2022-03-14,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511050,2022-03-14,2.0,2.0,2,2.0,1,2022-03-14,,,True
183,2110,105,6008031,IS0023355M,105A-93VU,YP04,1,2022-03-11,2022-03-15,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511072,2022-03-16,2.0,2.0,2,2.0,1,2022-03-15,,,True
184,2110,105,6008029,IS0023355M,105A-93VU,YP04,1,2022-03-11,2022-03-16,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511064,2022-03-18,2.0,2.0,2,2.0,1,2022-03-16,,,True
185,2110,105,6008030,IS0023355M,105A-93VU,YP04,1,2022-03-11,2022-03-17,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511070,2022-03-18,2.0,2.0,2,2.0,1,2022-03-17,,,True
186,2110,105,6008053,IS0023355M,105A-93VU,YP04,1,2022-03-18,2022-03-21,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511074,2022-03-22,2.0,2.0,2,2.0,1,2022-03-21,,,True
187,2110,105,6012967,IS0023355M,105A-93VU,YP04,1,2022-03-18,2022-03-21,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511076,2022-03-22,2.0,2.0,2,2.0,1,2022-03-21,,,True
188,2110,105,6012970,IS0023355M,105A-93VU,YP04,1,2022-03-18,2022-03-21,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511088,2022-03-22,2.0,2.0,2,2.0,1,2022-03-21,,,True
189,2110,105,6001647,IS0023355M,105A-93VU,YP04,1,2022-03-18,2022-03-22,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511066,2022-03-24,2.0,2.0,2,2.0,1,2022-03-22,,,True
190,2110,105,6012969,IS0023355M,105A-93VU,YP04,1,2022-03-18,2022-03-22,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511079,2022-03-28,2.0,2.0,2,2.0,1,2022-03-22,,,True
191,2110,105,6012971,IS0023355M,105A-93VU,YP04,1,2022-03-18,2022-03-23,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511090,2022-03-24,2.0,2.0,2,2.0,1,2022-03-23,,,True
192,2110,105,981484090,IS0023355M,105A-93VU,KD,1,2022-07-01,2022-07-04,X,2022-07-01,10.0,None,A310511260,,2.0,2.0,2,2.0,1,2022-07-01,,,False
193,2110,105,6008033,IS0023355M,105A-93VU,YP04,1,2022-03-24,2022-03-29,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511094,2022-03-29,2.0,2.0,2,2.0,1,2022-03-29,,,True
194,2110,105,6012962,IS0023355M,105A-93VU,YP04,1,2022-03-24,2022-03-30,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511104,2022-03-29,2.0,2.0,2,2.0,1,2022-03-30,,,True
195,2110,105,6008032,IS0023355M,105A-93VU,YP04,1,2022-04-01,2022-04-01,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511086,2022-03-31,2.0,2.0,2,2.0,1,2022-04-01,,,True
196,2110,105,6012961,IS0023355M,105A-93VU,YP04,1,2022-04-01,2022-04-01,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511091,2022-04-07,2.0,2.0,2,2.0,1,2022-04-01,,,True
197,2110,105,6012976,IS0023355M,105A-93VU,YP04,1,2022-04-01,2022-04-06,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511099,2022-04-04,2.0,2.0,2,2.0,1,2022-04-06,,,True
198,2110,105,6012978,IS0023355M,105A-93VU,YP04,1,2022-04-01,2022-04-08,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511132,2022-04-07,2.0,2.0,2,2.0,1,2022-04-08,,,True
199,2110,105,6024407,IS0023355M,105A-93VU,YP04,1,2022-04-08,2022-04-08,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511106,2022-04-11,2.0,2.0,2,2.0,1,2022-04-08,,,True
200,2110,105,6012977,IS0023355M,105A-93VU,YP04,1,2022-04-08,2022-04-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511126,2022-04-13,2.0,2.0,2,2.0,1,2022-04-11,,,True
201,2110,105,6012979,IS0023355M,105A-93VU,YP04,1,2022-04-08,2022-04-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511134,2022-04-13,2.0,2.0,2,2.0,1,2022-04-11,,,True
202,2110,105,6024410,IS0023355M,105A-93VU,YP04,1,2022-04-08,2022-04-12,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511143,2022-04-12,2.0,2.0,2,2.0,1,2022-04-12,,,True
203,2110,105,6012968,IS0023355M,105A-93VU,YP04,1,2022-04-08,2022-04-13,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511078,2022-04-14,2.0,2.0,2,2.0,1,2022-04-13,,,True
204,2110,105,6012980,IS0023355M,105A-93VU,YP04,1,2022-04-08,2022-04-13,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511182,2022-04-14,2.0,2.0,2,2.0,1,2022-04-13,,,True
205,2110,105,6020334,IS0023355M,105A-93VU,YP04,1,2022-04-08,2022-04-14,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511117,2022-04-14,2.0,2.0,2,2.0,1,2022-04-14,,,True
206,2110,105,6012974,IS0023355M,105A-93VU,YP04,1,2022-04-15,2022-04-15,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511101,2022-04-18,2.0,2.0,2,2.0,1,2022-04-15,,,True
207,2110,105,6024408,IS0023355M,105A-93VU,YP04,1,2022-04-15,2022-04-15,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511112,2022-05-06,2.0,2.0,2,2.0,1,2022-04-15,,,True
208,2110,105,6012975,IS0023355M,105A-93VU,YP04,1,2022-04-15,2022-04-18,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511108,2022-04-19,2.0,2.0,2,2.0,1,2022-04-18,,,True
209,2110,105,6020335,IS0023355M,105A-93VU,YP04,1,2022-04-15,2022-04-19,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511120,2022-04-19,2.0,2.0,2,2.0,1,2022-04-19,,,True
210,2110,105,6012972,IS0023355M,105A-93VU,YP04,1,2022-04-15,2022-04-19,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511096,2022-04-19,2.0,2.0,2,2.0,1,2022-04-19,,,True
211,2110,105,6024231,IS0023355M,105A-93VU,YP04,1,2022-04-20,2022-04-22,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511123,2022-04-21,2.0,2.0,2,2.0,1,2022-04-22,,,True
212,2110,105,6012973,IS0023355M,105A-93VU,YP04,1,2022-04-20,2022-04-25,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511100,2022-04-23,2.0,2.0,2,2.0,1,2022-04-25,,,True
213,2110,105,6024406,IS0023355M,105A-93VU,YP04,1,2022-04-20,2022-04-26,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310510701,2022-04-25,2.0,2.0,2,2.0,1,2022-04-26,,,True
214,2110,105,6020304,IS0023355M,105A-93VU,YP04,1,2022-04-20,2022-04-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511114,2022-04-26,2.0,2.0,2,2.0,1,2022-04-27,,,True
215,2110,105,6024269,IS0023355M,105A-93VU,YP04,1,2022-04-27,2022-04-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511082,2022-04-28,2.0,2.0,2,2.0,1,2022-04-27,,,True
216,2110,105,6024232,IS0023355M,105A-93VU,YP04,1,2022-04-27,2022-04-28,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511147,2022-04-28,2.0,2.0,2,2.0,1,2022-04-28,,,True
217,2110,105,6024270,IS0023355M,105A-93VU,YP04,1,2022-04-21,2022-04-29,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511110,2022-04-26,2.0,2.0,2,2.0,1,2022-04-29,,,True
218,2110,105,6024409,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-06,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511133,2022-05-05,2.0,2.0,2,2.0,1,2022-05-06,,,True
219,2110,105,6024411,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-06,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511160,2022-05-05,2.0,2.0,2,2.0,1,2022-05-06,,,True
220,2110,105,981484087,IS0023355M,105A-93VU,KD,1,2022-06-30,2022-07-01,X,,,None,A310511252,,2.0,2.0,2,2.0,1,2022-07-01,,,False
221,2110,105,6029900,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-06,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511122,2022-05-05,2.0,2.0,2,2.0,1,2022-05-06,,,True
222,2110,105,6029901,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-09,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511124,2022-05-06,2.0,2.0,2,2.0,1,2022-05-09,,,True
223,2110,105,6029904,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-10,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511137,2022-05-09,2.0,2.0,2,2.0,1,2022-05-10,,,True
224,2110,105,6029903,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511135,2022-05-11,2.0,2.0,2,2.0,1,2022-05-11,,,True
225,2110,105,6029902,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-11,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511130,2022-05-06,2.0,2.0,2,2.0,1,2022-05-11,,,True
226,2110,105,6042612,IS0023355M,105A-93VU,YP04,1,2022-05-06,2022-05-13,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511138,2022-05-11,2.0,2.0,2,2.0,1,2022-05-13,,,True
227,2110,105,6046002,IS0023355M,105A-93VU,YP04,1,2022-05-11,2022-05-13,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511215,2022-05-13,2.0,2.0,2,2.0,1,2022-05-13,,,True
