,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_center,work_day,smooth_family,cycle_time,workdata_id,owner,product_id,version,planning_approval_id,shared,work_day_week,work_day_month,work_day_year,work_year_week,work_year_month
97,2119490,2023-01-06 14:56:22.263220,2023-01-06 14:56:22.268297,Marwa,Marwa,False,,2023-01-06 14:56:22.268297,2023-01-06 14:56:22.268297,Marwa,15,105,2023-05-23,1,10.72,4538,officiel,25,19,170,False,21,5,2023,2023-W21,2023-M5
98,2119491,2023-01-06 14:56:22.283325,2023-01-06 14:56:22.283325,Marwa,Marwa,False,,2023-01-06 14:56:22.283325,2023-01-06 14:56:22.283325,Marwa,15,105,2023-05-24,1,10.72,4539,officiel,25,19,170,False,21,5,2023,2023-W21,2023-M5
99,2119492,2023-01-06 14:56:22.317896,2023-01-06 14:56:22.317896,Marwa,Marwa,False,,2023-01-06 14:56:22.317896,2023-01-06 14:56:22.317896,Marwa,15,105,2023-05-25,1,10.72,4540,officiel,25,19,170,False,21,5,2023,2023-W21,2023-M5
100,2119493,2023-01-06 14:56:22.343149,2023-01-06 14:56:22.343149,Marwa,Marwa,False,,2023-01-06 14:56:22.343149,2023-01-06 14:56:22.343149,Marwa,15,105,2023-05-26,1,10.72,4541,officiel,25,19,170,False,21,5,2023,2023-W21,2023-M5
101,2119494,2023-01-06 14:57:12.702895,2023-01-06 14:57:12.702895,Marwa,Marwa,False,,2023-01-06 14:57:12.702895,2023-01-06 14:57:12.702895,Marwa,15,105,2023-05-29,1,10.72,4542,officiel,25,19,170,False,22,5,2023,2023-W22,2023-M5
102,2119495,2023-01-06 14:57:12.732961,2023-01-06 14:57:12.732961,Marwa,Marwa,False,,2023-01-06 14:57:12.732961,2023-01-06 14:57:12.732961,Marwa,15,105,2023-05-30,1,10.72,4543,officiel,25,19,170,False,22,5,2023,2023-W22,2023-M5
103,2119496,2023-01-06 14:57:12.752547,2023-01-06 14:57:12.752547,Marwa,Marwa,False,,2023-01-06 14:57:12.752547,2023-01-06 14:57:12.752547,Marwa,15,105,2023-05-31,1,10.72,4544,officiel,25,19,170,False,22,5,2023,2023-W22,2023-M5
104,2119497,2023-01-06 14:58:06.198214,2023-01-06 14:58:06.198214,Marwa,Marwa,False,,2023-01-06 14:58:06.198214,2023-01-06 14:58:06.198214,Marwa,15,105,2023-06-01,1,10.72,4545,officiel,25,19,170,False,22,6,2023,2023-W22,2023-M6
105,2119498,2023-01-06 14:58:06.222793,2023-01-06 14:58:06.222793,Marwa,Marwa,False,,2023-01-06 14:58:06.222793,2023-01-06 14:58:06.222793,Marwa,15,105,2023-06-02,1,10.72,4546,officiel,25,19,170,False,22,6,2023,2023-W22,2023-M6
106,2119499,2023-01-06 15:02:47.576317,2023-01-06 15:02:47.576317,Marwa,Marwa,False,,2023-01-06 15:02:47.576317,2023-01-06 15:02:47.576317,Marwa,15,105,2023-06-05,1,10.72,4547,officiel,25,19,170,False,23,6,2023,2023-W23,2023-M6
107,2119500,2023-01-06 15:02:47.606533,2023-01-06 15:02:47.606533,Marwa,Marwa,False,,2023-01-06 15:02:47.606533,2023-01-06 15:02:47.606533,Marwa,15,105,2023-06-06,1,10.72,4548,officiel,25,19,170,False,23,6,2023,2023-W23,2023-M6
108,2119501,2023-01-06 15:02:47.636735,2023-01-06 15:02:47.636735,Marwa,Marwa,False,,2023-01-06 15:02:47.636735,2023-01-06 15:02:47.636735,Marwa,15,105,2023-06-07,1,10.72,4549,officiel,25,19,170,False,23,6,2023,2023-W23,2023-M6
109,2119502,2023-01-06 15:02:47.657395,2023-01-06 15:02:47.657395,Marwa,Marwa,False,,2023-01-06 15:02:47.657395,2023-01-06 15:02:47.657395,Marwa,15,105,2023-06-08,1,10.72,4550,officiel,25,19,170,False,23,6,2023,2023-W23,2023-M6
110,2119503,2023-01-06 15:02:47.686508,2023-01-06 15:02:47.686508,Marwa,Marwa,False,,2023-01-06 15:02:47.686508,2023-01-06 15:02:47.686508,Marwa,15,105,2023-06-09,1,10.72,4551,officiel,25,19,170,False,23,6,2023,2023-W23,2023-M6
111,2119504,2023-01-06 15:03:53.390979,2023-01-06 15:03:53.390979,Marwa,Marwa,False,,2023-01-06 15:03:53.390979,2023-01-06 15:03:53.390979,Marwa,15,105,2023-06-12,1,10.72,4552,officiel,25,19,170,False,24,6,2023,2023-W24,2023-M6
112,2119505,2023-01-06 15:03:53.420653,2023-01-06 15:03:53.420653,Marwa,Marwa,False,,2023-01-06 15:03:53.420653,2023-01-06 15:03:53.420653,Marwa,15,105,2023-06-13,1,10.72,4553,officiel,25,19,170,False,24,6,2023,2023-W24,2023-M6
113,2119506,2023-01-06 15:03:53.450635,2023-01-06 15:03:53.450635,Marwa,Marwa,False,,2023-01-06 15:03:53.450635,2023-01-06 15:03:53.450635,Marwa,15,105,2023-06-14,1,10.72,4554,officiel,25,19,170,False,24,6,2023,2023-W24,2023-M6
114,2119507,2023-01-06 15:03:53.470933,2023-01-06 15:03:53.470933,Marwa,Marwa,False,,2023-01-06 15:03:53.470933,2023-01-06 15:03:53.470933,Marwa,15,105,2023-06-15,1,10.72,4555,officiel,25,19,170,False,24,6,2023,2023-W24,2023-M6
115,2119508,2023-01-06 15:03:53.495736,2023-01-06 15:03:53.495736,Marwa,Marwa,False,,2023-01-06 15:03:53.495736,2023-01-06 15:03:53.495736,Marwa,15,105,2023-06-16,1,10.72,4556,officiel,25,19,170,False,24,6,2023,2023-W24,2023-M6
116,2119509,2023-01-06 15:05:09.123782,2023-01-06 15:05:09.123782,Marwa,Marwa,False,,2023-01-06 15:05:09.123782,2023-01-06 15:05:09.123782,Marwa,15,105,2023-06-19,1,10.72,4557,officiel,25,19,170,False,25,6,2023,2023-W25,2023-M6
117,2119510,2023-01-06 15:05:09.173953,2023-01-06 15:05:09.173953,Marwa,Marwa,False,,2023-01-06 15:05:09.173953,2023-01-06 15:05:09.173953,Marwa,15,105,2023-06-20,1,10.72,4558,officiel,25,19,170,False,25,6,2023,2023-W25,2023-M6
118,2119511,2023-01-06 15:05:09.213885,2023-01-06 15:05:09.213885,Marwa,Marwa,False,,2023-01-06 15:05:09.213885,2023-01-06 15:05:09.213885,Marwa,15,105,2023-06-21,1,10.72,4559,officiel,25,19,170,False,25,6,2023,2023-W25,2023-M6
119,2119512,2023-01-06 15:05:09.252434,2023-01-06 15:05:09.252434,Marwa,Marwa,False,,2023-01-06 15:05:09.252434,2023-01-06 15:05:09.252434,Marwa,15,105,2023-06-22,1,10.72,4560,officiel,25,19,170,False,25,6,2023,2023-W25,2023-M6
120,2119513,2023-01-06 15:05:09.284851,2023-01-06 15:05:09.284851,Marwa,Marwa,False,,2023-01-06 15:05:09.284851,2023-01-06 15:05:09.284851,Marwa,15,105,2023-06-23,1,10.72,4561,officiel,25,19,170,False,25,6,2023,2023-W25,2023-M6
121,2119514,2023-01-06 15:10:25.382954,2023-01-06 15:10:25.382954,Marwa,Marwa,False,,2023-01-06 15:10:25.382954,2023-01-06 15:10:25.382954,Marwa,15,105,2023-07-03,1,10.72,4564,officiel,25,19,170,False,27,7,2023,2023-W27,2023-M7
122,2119515,2023-01-06 15:10:25.415010,2023-01-06 15:10:25.415010,Marwa,Marwa,False,,2023-01-06 15:10:25.415010,2023-01-06 15:10:25.415010,Marwa,15,105,2023-07-04,1,10.72,4565,officiel,25,19,170,False,27,7,2023,2023-W27,2023-M7
123,2119516,2023-01-06 15:10:25.447005,2023-01-06 15:10:25.447005,Marwa,Marwa,False,,2023-01-06 15:10:25.447005,2023-01-06 15:10:25.447005,Marwa,15,105,2023-07-05,1,10.72,4566,officiel,25,19,170,False,27,7,2023,2023-W27,2023-M7
124,2119517,2023-01-06 15:10:25.470971,2023-01-06 15:10:25.470971,Marwa,Marwa,False,,2023-01-06 15:10:25.470971,2023-01-06 15:10:25.470971,Marwa,15,105,2023-07-06,1,10.72,4567,officiel,25,19,170,False,27,7,2023,2023-W27,2023-M7
125,2119518,2023-01-06 15:10:25.494888,2023-01-06 15:10:25.494888,Marwa,Marwa,False,,2023-01-06 15:10:25.494888,2023-01-06 15:10:25.494888,Marwa,15,105,2023-07-07,1,10.72,4568,officiel,25,19,170,False,27,7,2023,2023-W27,2023-M7
126,2119519,2023-01-06 15:13:12.745241,2023-01-06 15:13:12.745241,Marwa,Marwa,False,,2023-01-06 15:13:12.745241,2023-01-06 15:13:12.745241,Marwa,15,105,2023-06-26,1,10.72,4569,officiel,25,19,170,False,26,6,2023,2023-W26,2023-M6
127,2119520,2023-01-06 15:16:20.040077,2023-01-06 15:16:20.040077,Marwa,Marwa,False,,2023-01-06 15:16:20.040077,2023-01-06 15:16:20.040077,Marwa,15,105,2023-07-10,1,10.72,4570,officiel,25,19,170,False,28,7,2023,2023-W28,2023-M7
128,2119521,2023-01-06 15:16:20.072059,2023-01-06 15:16:20.072059,Marwa,Marwa,False,,2023-01-06 15:16:20.072059,2023-01-06 15:16:20.072059,Marwa,15,105,2023-07-11,1,10.72,4571,officiel,25,19,170,False,28,7,2023,2023-W28,2023-M7
129,2119522,2023-01-06 15:16:20.096050,2023-01-06 15:16:20.096050,Marwa,Marwa,False,,2023-01-06 15:16:20.096050,2023-01-06 15:16:20.096050,Marwa,15,105,2023-07-12,1,10.72,4572,officiel,25,19,170,False,28,7,2023,2023-W28,2023-M7
130,2119523,2023-01-06 15:16:20.128030,2023-01-06 15:16:20.128030,Marwa,Marwa,False,,2023-01-06 15:16:20.128030,2023-01-06 15:16:20.128030,Marwa,15,105,2023-07-13,1,10.72,4573,officiel,25,19,170,False,28,7,2023,2023-W28,2023-M7
131,2119524,2023-01-06 15:16:20.152026,2023-01-06 15:16:20.152026,Marwa,Marwa,False,,2023-01-06 15:16:20.152026,2023-01-06 15:16:20.152026,Marwa,15,105,2023-07-14,1,10.72,4574,officiel,25,19,170,False,28,7,2023,2023-W28,2023-M7
132,2119525,2023-01-06 15:17:21.101800,2023-01-06 15:17:21.101800,Marwa,Marwa,False,,2023-01-06 15:17:21.101800,2023-01-06 15:17:21.101800,Marwa,15,105,2023-07-17,1,10.72,4575,officiel,25,19,170,False,29,7,2023,2023-W29,2023-M7
133,2119526,2023-01-06 15:17:21.125864,2023-01-06 15:17:21.125864,Marwa,Marwa,False,,2023-01-06 15:17:21.125864,2023-01-06 15:17:21.125864,Marwa,15,105,2023-07-18,1,10.72,4576,officiel,25,19,170,False,29,7,2023,2023-W29,2023-M7
134,2119527,2023-01-06 15:18:14.899442,2023-01-06 15:18:14.899442,Marwa,Marwa,False,,2023-01-06 15:18:14.899442,2023-01-06 15:18:14.899442,Marwa,15,105,2023-07-20,1,10.72,4577,officiel,25,19,170,False,29,7,2023,2023-W29,2023-M7
135,2119528,2023-01-06 15:18:14.923430,2023-01-06 15:18:14.923430,Marwa,Marwa,False,,2023-01-06 15:18:14.923430,2023-01-06 15:18:14.923430,Marwa,15,105,2023-07-21,1,10.72,4578,officiel,25,19,170,False,29,7,2023,2023-W29,2023-M7
136,2119529,2023-01-06 15:18:59.354552,2023-01-06 15:18:59.354552,Marwa,Marwa,False,,2023-01-06 15:18:59.354552,2023-01-06 15:18:59.354552,Marwa,15,105,2023-08-14,1,10.72,4579,officiel,25,19,170,False,33,8,2023,2023-W33,2023-M8
137,2119530,2023-01-06 15:18:59.378609,2023-01-06 15:18:59.378609,Marwa,Marwa,False,,2023-01-06 15:18:59.378609,2023-01-06 15:18:59.378609,Marwa,15,105,2023-08-15,1,10.72,4580,officiel,25,19,170,False,33,8,2023,2023-W33,2023-M8
138,2119531,2023-01-06 15:18:59.402599,2023-01-06 15:18:59.402599,Marwa,Marwa,False,,2023-01-06 15:18:59.402599,2023-01-06 15:18:59.402599,Marwa,15,105,2023-08-16,1,10.72,4581,officiel,25,19,170,False,33,8,2023,2023-W33,2023-M8
139,2119532,2023-01-06 15:18:59.434517,2023-01-06 15:18:59.434517,Marwa,Marwa,False,,2023-01-06 15:18:59.434517,2023-01-06 15:18:59.434517,Marwa,15,105,2023-08-17,1,10.72,4582,officiel,25,19,170,False,33,8,2023,2023-W33,2023-M8
140,2119533,2023-01-06 15:18:59.474499,2023-01-06 15:18:59.474499,Marwa,Marwa,False,,2023-01-06 15:18:59.474499,2023-01-06 15:18:59.474499,Marwa,15,105,2023-08-18,1,10.72,4583,officiel,25,19,170,False,33,8,2023,2023-W33,2023-M8
141,2119534,2023-01-06 15:20:35.618917,2023-01-06 15:20:35.618917,Marwa,Marwa,False,,2023-01-06 15:20:35.618917,2023-01-06 15:20:35.618917,Marwa,15,105,2023-08-21,1,10.72,4584,officiel,25,19,170,False,34,8,2023,2023-W34,2023-M8
142,2119535,2023-01-06 15:20:35.649406,2023-01-06 15:20:35.649406,Marwa,Marwa,False,,2023-01-06 15:20:35.649406,2023-01-06 15:20:35.649406,Marwa,15,105,2023-08-22,1,10.72,4585,officiel,25,19,170,False,34,8,2023,2023-W34,2023-M8
143,2119536,2023-01-06 15:20:35.679058,2023-01-06 15:20:35.679058,Marwa,Marwa,False,,2023-01-06 15:20:35.679058,2023-01-06 15:20:35.679058,Marwa,15,105,2023-08-23,1,10.72,4586,officiel,25,19,170,False,34,8,2023,2023-W34,2023-M8
144,2119537,2023-01-06 15:20:35.698999,2023-01-06 15:20:35.698999,Marwa,Marwa,False,,2023-01-06 15:20:35.698999,2023-01-06 15:20:35.698999,Marwa,15,105,2023-08-24,1,10.72,4587,officiel,25,19,170,False,34,8,2023,2023-W34,2023-M8
145,2119538,2023-01-06 15:20:35.729415,2023-01-06 15:20:35.729415,Marwa,Marwa,False,,2023-01-06 15:20:35.729415,2023-01-06 15:20:35.729415,Marwa,15,105,2023-08-25,1,10.72,4588,officiel,25,19,170,False,34,8,2023,2023-W34,2023-M8
146,2119539,2023-01-06 15:21:26.972360,2023-01-06 15:21:26.972360,Marwa,Marwa,False,,2023-01-06 15:21:26.972360,2023-01-06 15:21:26.972360,Marwa,15,105,2023-08-28,1,10.72,4589,officiel,25,19,170,False,35,8,2023,2023-W35,2023-M8
147,2119540,2023-01-06 15:21:26.997290,2023-01-06 15:21:26.997290,Marwa,Marwa,False,,2023-01-06 15:21:26.997290,2023-01-06 15:21:26.997290,Marwa,15,105,2023-08-29,1,10.72,4590,officiel,25,19,170,False,35,8,2023,2023-W35,2023-M8
148,2119541,2023-01-06 15:21:27.027236,2023-01-06 15:21:27.027236,Marwa,Marwa,False,,2023-01-06 15:21:27.027236,2023-01-06 15:21:27.027236,Marwa,15,105,2023-08-30,1,10.72,4591,officiel,25,19,170,False,35,8,2023,2023-W35,2023-M8
149,2119542,2023-01-06 15:21:27.052431,2023-01-06 15:21:27.052431,Marwa,Marwa,False,,2023-01-06 15:21:27.052431,2023-01-06 15:21:27.052431,Marwa,15,105,2023-08-31,1,10.72,4592,officiel,25,19,170,False,35,8,2023,2023-W35,2023-M8
150,2119543,2023-01-06 15:25:37.711130,2023-01-06 15:25:37.711130,Marwa,Marwa,False,,2023-01-06 15:25:37.711130,2023-01-06 15:25:37.711130,Marwa,15,105,2023-09-01,1,10.72,4594,officiel,25,19,170,False,35,9,2023,2023-W35,2023-M9
151,2119544,2023-01-06 15:27:16.403766,2023-01-06 15:27:16.403786,Marwa,Marwa,False,,2023-01-06 15:27:16.403786,2023-01-06 15:27:16.403786,Marwa,15,105,2023-09-04,1,10.72,4595,officiel,25,19,170,False,36,9,2023,2023-W36,2023-M9
152,2119545,2023-01-06 15:27:16.445554,2023-01-06 15:27:16.445554,Marwa,Marwa,False,,2023-01-06 15:27:16.445554,2023-01-06 15:27:16.445554,Marwa,15,105,2023-09-05,1,10.72,4596,officiel,25,19,170,False,36,9,2023,2023-W36,2023-M9
153,2119546,2023-01-06 15:27:16.478967,2023-01-06 15:27:16.478967,Marwa,Marwa,False,,2023-01-06 15:27:16.478967,2023-01-06 15:27:16.478967,Marwa,15,105,2023-09-06,1,10.72,4597,officiel,25,19,170,False,36,9,2023,2023-W36,2023-M9
154,2119547,2023-01-06 15:27:16.516817,2023-01-06 15:27:16.516817,Marwa,Marwa,False,,2023-01-06 15:27:16.516817,2023-01-06 15:27:16.516817,Marwa,15,105,2023-09-07,1,10.72,4598,officiel,25,19,170,False,36,9,2023,2023-W36,2023-M9
155,2119548,2023-01-06 15:27:16.545267,2023-01-06 15:27:16.545267,Marwa,Marwa,False,,2023-01-06 15:27:16.545267,2023-01-06 15:27:16.545267,Marwa,15,105,2023-09-08,1,10.72,4599,officiel,25,19,170,False,36,9,2023,2023-W36,2023-M9
156,2119549,2023-01-06 15:28:12.198394,2023-01-06 15:28:12.198394,Marwa,Marwa,False,,2023-01-06 15:28:12.198394,2023-01-06 15:28:12.198394,Marwa,15,105,2023-09-11,1,10.72,4600,officiel,25,19,170,False,37,9,2023,2023-W37,2023-M9
157,2119550,2023-01-06 15:28:12.246374,2023-01-06 15:28:12.246374,Marwa,Marwa,False,,2023-01-06 15:28:12.246374,2023-01-06 15:28:12.246374,Marwa,15,105,2023-09-12,1,10.72,4601,officiel,25,19,170,False,37,9,2023,2023-W37,2023-M9
158,2119551,2023-01-06 15:28:12.278361,2023-01-06 15:28:12.278361,Marwa,Marwa,False,,2023-01-06 15:28:12.278361,2023-01-06 15:28:12.278361,Marwa,15,105,2023-09-13,1,10.72,4602,officiel,25,19,170,False,37,9,2023,2023-W37,2023-M9
159,2119552,2023-01-06 15:28:12.326339,2023-01-06 15:28:12.326339,Marwa,Marwa,False,,2023-01-06 15:28:12.326339,2023-01-06 15:28:12.326339,Marwa,15,105,2023-09-14,1,10.72,4603,officiel,25,19,170,False,37,9,2023,2023-W37,2023-M9
160,2119553,2023-01-06 15:28:12.358326,2023-01-06 15:28:12.358326,Marwa,Marwa,False,,2023-01-06 15:28:12.358326,2023-01-06 15:28:12.358326,Marwa,15,105,2023-09-15,1,10.72,4604,officiel,25,19,170,False,37,9,2023,2023-W37,2023-M9
161,2119554,2023-01-06 15:31:14.661704,2023-01-06 15:31:14.661704,Marwa,Marwa,False,,2023-01-06 15:31:14.661704,2023-01-06 15:31:14.661704,Marwa,15,105,2023-09-18,1,10.72,4605,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
162,2119555,2023-01-06 15:31:14.712471,2023-01-06 15:31:14.712471,Marwa,Marwa,False,,2023-01-06 15:31:14.712471,2023-01-06 15:31:14.712471,Marwa,15,105,2023-09-19,1,10.72,4606,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
163,2119556,2023-01-06 15:31:14.760069,2023-01-06 15:31:14.760069,Marwa,Marwa,False,,2023-01-06 15:31:14.760069,2023-01-06 15:31:14.760069,Marwa,15,105,2023-09-20,1,10.72,4607,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
164,2119557,2023-01-06 15:31:14.801600,2023-01-06 15:31:14.801600,Marwa,Marwa,False,,2023-01-06 15:31:14.801600,2023-01-06 15:31:14.801600,Marwa,15,105,2023-09-21,1,10.72,4608,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
165,2119558,2023-01-06 15:31:14.845140,2023-01-06 15:31:14.845140,Marwa,Marwa,False,,2023-01-06 15:31:14.845140,2023-01-06 15:31:14.845140,Marwa,15,105,2023-09-22,1,10.72,4609,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
166,2119559,2023-01-06 15:32:25.894098,2023-01-06 15:32:25.894098,Marwa,Marwa,False,,2023-01-06 15:32:25.894098,2023-01-06 15:32:25.894098,Marwa,15,105,2023-09-25,1,10.72,4610,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
167,2119560,2023-01-06 15:32:25.924378,2023-01-06 15:32:25.924378,Marwa,Marwa,False,,2023-01-06 15:32:25.924378,2023-01-06 15:32:25.924378,Marwa,15,105,2023-09-26,1,10.72,4611,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
168,2119561,2023-01-06 15:33:56.046024,2023-01-06 15:33:56.046024,Marwa,Marwa,False,,2023-01-06 15:33:56.046024,2023-01-06 15:33:56.046024,Marwa,15,105,2023-09-28,1,10.72,4612,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
169,2119562,2023-01-06 15:33:56.063960,2023-01-06 15:33:56.063960,Marwa,Marwa,False,,2023-01-06 15:33:56.063960,2023-01-06 15:33:56.063960,Marwa,15,105,2023-09-29,1,10.72,4613,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
170,2119563,2023-01-06 15:34:55.570691,2023-01-06 15:34:55.570691,Marwa,Marwa,False,,2023-01-06 15:34:55.570691,2023-01-06 15:34:55.570691,Marwa,15,105,2023-10-02,1,10.72,4619,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
171,2119564,2023-01-06 15:34:55.579815,2023-01-06 15:34:55.579815,Marwa,Marwa,False,,2023-01-06 15:34:55.579815,2023-01-06 15:34:55.579815,Marwa,15,105,2023-10-03,1,10.72,4620,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
172,2119565,2023-01-06 15:34:55.586551,2023-01-06 15:34:55.586551,Marwa,Marwa,False,,2023-01-06 15:34:55.586551,2023-01-06 15:34:55.586551,Marwa,15,105,2023-10-04,1,10.72,4621,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
173,2119566,2023-01-06 15:34:55.592623,2023-01-06 15:34:55.592623,Marwa,Marwa,False,,2023-01-06 15:34:55.592623,2023-01-06 15:34:55.592623,Marwa,15,105,2023-10-05,1,10.72,4622,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
174,2119567,2023-01-06 15:34:55.599519,2023-01-06 15:34:55.599519,Marwa,Marwa,False,,2023-01-06 15:34:55.599519,2023-01-06 15:34:55.599519,Marwa,15,105,2023-10-06,1,10.72,4623,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
175,2119568,2023-01-06 15:35:30.669651,2023-01-06 15:35:30.669651,Marwa,Marwa,False,,2023-01-06 15:35:30.669651,2023-01-06 15:35:30.669651,Marwa,15,105,2023-10-09,1,10.72,4624,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
176,2119569,2023-01-06 15:35:30.679109,2023-01-06 15:35:30.679109,Marwa,Marwa,False,,2023-01-06 15:35:30.679109,2023-01-06 15:35:30.679109,Marwa,15,105,2023-10-10,1,10.72,4625,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
177,2119570,2023-01-06 15:35:30.690096,2023-01-06 15:35:30.690096,Marwa,Marwa,False,,2023-01-06 15:35:30.690096,2023-01-06 15:35:30.690096,Marwa,15,105,2023-10-11,1,10.72,4626,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
178,2119571,2023-01-06 15:35:30.698056,2023-01-06 15:35:30.698056,Marwa,Marwa,False,,2023-01-06 15:35:30.698056,2023-01-06 15:35:30.698056,Marwa,15,105,2023-10-12,1,10.72,4627,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
179,2119572,2023-01-06 15:35:30.709074,2023-01-06 15:35:30.709074,Marwa,Marwa,False,,2023-01-06 15:35:30.709074,2023-01-06 15:35:30.709074,Marwa,15,105,2023-10-13,1,10.72,4628,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
180,2119573,2023-01-06 15:36:02.597097,2023-01-06 15:36:02.597097,Marwa,Marwa,False,,2023-01-06 15:36:02.597097,2023-01-06 15:36:02.597097,Marwa,15,105,2023-10-16,1,10.72,4629,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
181,2119574,2023-01-06 15:36:02.607274,2023-01-06 15:36:02.607274,Marwa,Marwa,False,,2023-01-06 15:36:02.607274,2023-01-06 15:36:02.607274,Marwa,15,105,2023-10-17,1,10.72,4630,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
182,2119575,2023-01-06 15:36:02.614260,2023-01-06 15:36:02.614260,Marwa,Marwa,False,,2023-01-06 15:36:02.614260,2023-01-06 15:36:02.614260,Marwa,15,105,2023-10-18,1,10.72,4631,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
183,2119576,2023-01-06 15:36:02.623541,2023-01-06 15:36:02.623541,Marwa,Marwa,False,,2023-01-06 15:36:02.623541,2023-01-06 15:36:02.623541,Marwa,15,105,2023-10-19,1,10.72,4632,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
184,2119577,2023-01-06 15:36:02.631499,2023-01-06 15:36:02.631499,Marwa,Marwa,False,,2023-01-06 15:36:02.631499,2023-01-06 15:36:02.631499,Marwa,15,105,2023-10-20,1,10.72,4633,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
185,2119578,2023-01-06 15:36:39.141467,2023-01-06 15:36:39.141467,Marwa,Marwa,False,,2023-01-06 15:36:39.141467,2023-01-06 15:36:39.141467,Marwa,15,105,2023-10-23,1,10.72,4634,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
186,2119579,2023-01-06 15:36:39.155564,2023-01-06 15:36:39.155564,Marwa,Marwa,False,,2023-01-06 15:36:39.155564,2023-01-06 15:36:39.155564,Marwa,15,105,2023-10-24,1,10.72,4635,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
187,2119580,2023-01-06 15:36:39.162938,2023-01-06 15:36:39.162938,Marwa,Marwa,False,,2023-01-06 15:36:39.162938,2023-01-06 15:36:39.162938,Marwa,15,105,2023-10-25,1,10.72,4636,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
188,2119581,2023-01-06 15:36:39.175877,2023-01-06 15:36:39.175877,Marwa,Marwa,False,,2023-01-06 15:36:39.175877,2023-01-06 15:36:39.175877,Marwa,15,105,2023-10-26,1,10.72,4637,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
189,2119582,2023-01-06 15:36:39.186884,2023-01-06 15:36:39.186884,Marwa,Marwa,False,,2023-01-06 15:36:39.186884,2023-01-06 15:36:39.186884,Marwa,15,105,2023-10-27,1,10.72,4638,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
190,2119583,2023-01-06 15:37:09.255913,2023-01-06 15:37:09.255913,Marwa,Marwa,False,,2023-01-06 15:37:09.255913,2023-01-06 15:37:09.255913,Marwa,15,105,2023-10-30,1,10.72,4639,officiel,25,19,170,False,44,10,2023,2023-W44,2023-M10
191,2119584,2023-01-06 15:37:09.267924,2023-01-06 15:37:09.267924,Marwa,Marwa,False,,2023-01-06 15:37:09.267924,2023-01-06 15:37:09.267924,Marwa,15,105,2023-10-31,1,10.72,4640,officiel,25,19,170,False,44,10,2023,2023-W44,2023-M10
192,2119585,2023-01-06 15:38:11.022795,2023-01-06 15:38:11.022795,Marwa,Marwa,False,,2023-01-06 15:38:11.022795,2023-01-06 15:38:11.022795,Marwa,15,105,2023-11-01,1,10.72,4644,officiel,25,19,170,False,44,11,2023,2023-W44,2023-M11
193,2119586,2023-01-06 15:38:11.035713,2023-01-06 15:38:11.035713,Marwa,Marwa,False,,2023-01-06 15:38:11.035713,2023-01-06 15:38:11.035713,Marwa,15,105,2023-11-02,1,10.72,4645,officiel,25,19,170,False,44,11,2023,2023-W44,2023-M11
194,2119587,2023-01-06 15:38:11.044660,2023-01-06 15:38:11.044660,Marwa,Marwa,False,,2023-01-06 15:38:11.044660,2023-01-06 15:38:11.044660,Marwa,15,105,2023-11-03,1,10.72,4646,officiel,25,19,170,False,44,11,2023,2023-W44,2023-M11
195,2119588,2023-01-06 15:38:40.489235,2023-01-06 15:38:40.489235,Marwa,Marwa,False,,2023-01-06 15:38:40.489235,2023-01-06 15:38:40.489235,Marwa,15,105,2023-11-06,1,10.72,4647,officiel,25,19,170,False,45,11,2023,2023-W45,2023-M11
