,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_center,work_day,smooth_family,cycle_time,workdata_id,owner,product_id,version,planning_approval_id
67,6141,2022-09-27 23:11:16.502862,2022-09-27 23:11:16.502862,Marwa,Marwa,False,,2022-09-27 23:11:16.502862,2022-09-27 23:11:16.502862,Marwa,9,105,2022-12-14,1,11.2,3613,officiel,16,,
68,6142,2022-09-27 23:11:16.518854,2022-09-27 23:11:16.518854,Marwa,Marwa,False,,2022-09-27 23:11:16.518854,2022-09-27 23:11:16.518854,Marwa,9,105,2022-12-15,1,11.2,3614,officiel,16,,
69,6143,2022-09-27 23:11:16.542923,2022-09-27 23:11:16.542923,Marwa,Marwa,False,,2022-09-27 23:11:16.542923,2022-09-27 23:11:16.542923,Marwa,9,105,2022-12-16,1,11.2,3615,officiel,16,,
70,6144,2022-09-27 23:11:44.438060,2022-09-27 23:11:44.438060,Marwa,Marwa,False,,2022-09-27 23:11:44.438060,2022-09-27 23:11:44.438060,Marwa,9,105,2022-12-19,1,11.2,3616,officiel,16,,
71,6145,2022-09-27 23:11:44.462098,2022-09-27 23:11:44.462098,Marwa,Marwa,False,,2022-09-27 23:11:44.462098,2022-09-27 23:11:44.462098,Marwa,9,105,2022-12-20,1,11.2,3617,officiel,16,,
72,6146,2022-09-27 23:11:44.486026,2022-09-27 23:11:44.486026,Marwa,Marwa,False,,2022-09-27 23:11:44.486026,2022-09-27 23:11:44.486026,Marwa,9,105,2022-12-21,1,11.2,3618,officiel,16,,
73,6147,2022-09-27 23:11:44.502093,2022-09-27 23:11:44.502093,Marwa,Marwa,False,,2022-09-27 23:11:44.502093,2022-09-27 23:11:44.502093,Marwa,9,105,2022-12-22,1,11.2,3619,officiel,16,,
74,6148,2022-09-27 23:11:44.518102,2022-09-27 23:11:44.518102,Marwa,Marwa,False,,2022-09-27 23:11:44.518102,2022-09-27 23:11:44.518102,Marwa,9,105,2022-12-23,1,11.2,3620,officiel,16,,
75,138501,2022-12-23 09:17:33.098946,2022-12-23 09:17:33.098946,Marwa,Marwa,False,,2022-12-23 09:17:33.098946,2022-12-23 09:17:33.098946,Marwa,9,105,2022-10-03,1,10.0,4095,officiel,16,,
76,138502,2022-12-23 09:17:33.117410,2022-12-23 09:17:33.118408,Marwa,Marwa,False,,2022-12-23 09:17:33.118408,2022-12-23 09:17:33.118408,Marwa,9,105,2022-10-04,1,10.0,4096,officiel,16,,
77,138503,2022-12-23 09:17:33.127740,2022-12-23 09:17:33.127740,Marwa,Marwa,False,,2022-12-23 09:17:33.127740,2022-12-23 09:17:33.127740,Marwa,9,105,2022-10-05,1,10.0,4097,officiel,16,,
78,138504,2022-12-23 09:17:33.136161,2022-12-23 09:17:33.136161,Marwa,Marwa,False,,2022-12-23 09:17:33.136161,2022-12-23 09:17:33.136161,Marwa,9,105,2022-10-06,1,10.0,4098,officiel,16,,
79,138505,2022-12-23 09:17:33.149339,2022-12-23 09:17:33.149339,Marwa,Marwa,False,,2022-12-23 09:17:33.149339,2022-12-23 09:17:33.149339,Marwa,9,105,2022-10-07,1,10.0,4099,officiel,16,,
80,138506,2022-12-23 09:18:42.802374,2022-12-23 09:18:42.802374,Marwa,Marwa,False,,2022-12-23 09:18:42.802374,2022-12-23 09:18:42.802374,Marwa,9,105,2022-10-10,1,10.0,4100,officiel,16,,
81,138507,2022-12-23 09:18:42.816068,2022-12-23 09:18:42.816068,Marwa,Marwa,False,,2022-12-23 09:18:42.816068,2022-12-23 09:18:42.816068,Marwa,9,105,2022-10-11,1,10.0,4101,officiel,16,,
82,138508,2022-12-23 09:18:42.830022,2022-12-23 09:18:42.830022,Marwa,Marwa,False,,2022-12-23 09:18:42.830022,2022-12-23 09:18:42.830022,Marwa,9,105,2022-10-12,1,10.0,4102,officiel,16,,
83,138509,2022-12-23 09:18:42.842673,2022-12-23 09:18:42.842673,Marwa,Marwa,False,,2022-12-23 09:18:42.842673,2022-12-23 09:18:42.842673,Marwa,9,105,2022-10-13,1,10.0,4103,officiel,16,,
84,138510,2022-12-23 09:18:42.852603,2022-12-23 09:18:42.852603,Marwa,Marwa,False,,2022-12-23 09:18:42.852603,2022-12-23 09:18:42.852603,Marwa,9,105,2022-10-14,1,10.0,4104,officiel,16,,
85,138511,2022-12-23 09:18:42.861534,2022-12-23 09:18:42.861534,Marwa,Marwa,False,,2022-12-23 09:18:42.861534,2022-12-23 09:18:42.861534,Marwa,9,105,2022-10-15,1,10.0,4105,officiel,16,,
86,138512,2022-12-23 09:20:18.670771,2022-12-23 09:20:18.670771,Marwa,Marwa,False,,2022-12-23 09:20:18.671770,2022-12-23 09:20:18.671770,Marwa,9,105,2022-09-12,1,10.0,4106,officiel,16,,
